Category,Medcode ID,SNOMED CT Concept ID,SNOMED CT Description ID,Term
COPD (specific),2009511000006113,2009511000006109,2009511000006113,Not suitable for step down change in COPD management plan
COPD (specific),424365019,285381006,424365019,Acute infective exacerbation of chronic obstructive airways disease
COPD (specific),516801000000112,293991000000106,516801000000112,Very severe chronic obstructive pulmonary disease
COPD (specific),457168017,313296004,457168017,Mild chronic obstructive pulmonary disease
COPD (specific),457169013,313297008,457169013,Moderate chronic obstructive pulmonary disease
COPD (specific),457171013,313299006,457171013,Severe chronic obstructive pulmonary disease
COPD (specific),1484924013,390891009,1484924013,Chronic obstructive pulmonary disease monitoring
COPD (specific),1488423019,394702007,1488423019,Chronic obstructive pulmonary disease follow-up
COPD (specific),845451000006118,394702007,1488423019,COPD follow-up
COPD (specific),1494601017,394702007,1494601017,COAD follow-up
COPD (specific),1488424013,394703002,1488424013,Chronic obstructive pulmonary disease annual review
COPD (specific),12489801000006116,408501008,2160051010,Admit COPD emergency
COPD (specific),2160051010,408501008,3082901016,Admit COPD emergency
COPD (specific),6763251000006114,408501008,3082978011,Emergency hospital admission for COPD (chronic obstructive pulmonary disease)
COPD (specific),6763231000006119,408501008,6763231000006119,Emergency hospital admission for chronic obstructive pulmonary disease
COPD (specific),977891000006112,413845009,2533538014,COPD accident and emergency attendance since last visit
COPD (specific),977901000006111,414087000,2533539018,Emergency COPD admission since last appointment
COPD (specific),12759361000006112,611541000000106,1352151000000110,Chronic obstructive pulmonary disease NOS
COPD (specific),12728161000006116,611541000000106,1352161000000113,Chronic obstructive airways disease NOS
COPD (specific),885311000006116,611541000000106,885311000006116,Chronic obst. pulm. dis. NOS
COPD (specific),1573111000000115,718241000000107,1573111000000115,Issue of chronic obstructive pulmonary disease rescue pack
COPD (specific),8219501000006114,718241000000107,1573141000000119,Issue of COPD (chronic obstructive pulmonary disease) rescue pack
COPD (specific),1683181000000112,760601000000107,1683181000000112,Chronic obstructive pulmonary disease 3 monthly review
COPD (specific),8235101000006114,760601000000107,1709911000000112,COPD (chronic obstructive pulmonary disease) 3 monthly review
COPD (specific),1683221000000119,760621000000103,1683221000000119,Chronic obstructive pulmonary disease 6 monthly review
COPD (specific),8235131000006118,760621000000103,1710191000000113,COPD (chronic obstructive pulmonary disease) 6 monthly review
COPD (specific),1813871000006117,826111000000109,2149041000000110,On chronic obstructive pulmonary disease supprtv cre pathway
COPD (specific),1813881000006119,826111000000109,2155811000000119,On COPD (chr obstruc pulmonary disease) supportv cre pathway
COPD (specific),2152091000000112,827571000000106,2152091000000112,Has chronic obstructive pulmonary disease care plan
COPD (specific),2010061000006113,847091000000104,2196421000000114,Acute non-infective exacerbation of chronic obstructive pulmonary disease
COPD (specific),8287171000006115,847091000000104,2196431000000111,Acute non-infective exacerbation of COPD (chronic obstructive pulmonary disease)
COPD (specific),2199261000000110,848431000000106,2199261000000110,Chronic obstructive pulmonary disease care pathway
COPD (specific),8288261000006119,848431000000106,2199291000000116,COPD (chronic obstructive pulmonary disease) care pathway
COPD (specific),2219551000000113,857661000000104,2219551000000113,Seen in chronic obstructive pulmonary disease clinic
COPD (specific),8294561000006110,857661000000104,2219581000000119,Seen in COPD (chronic obstructive pulmonary disease) clinic
COPD (specific),301477019,87433001,144964015,Emphysema NOS
COPD (specific),396110016,87433001,144964015,Other emphysema NOS
COPD (specific),640491000006111,87433001,144964015,Emphysema
COPD (specific),301835010,87433001,144964015,[X]Other emphysema
COPD (specific),301469018,87433001,144964015,Other emphysema
COPD (specific),3921361000006112,87433001,144967010,Emphysema of lung
COPD (specific),909711000006111,909711000006107,909711000006111,[RFC] Chronic obstructive pulmonary disease (COPD)
COPD (specific),909721000006115,909721000006104,909721000006115,[RFC] Emphysema
