Category,BNF Chapter,Prodcode,dm+d code,Product Name,Drug Substance
Exacerbations - Antibiotics,,3084141000033110,,cefalexin 500mg capsules,
Exacerbations - Antibiotics,,3084241000033115,,cefalexin 250mg tablets,
Exacerbations - Antibiotics,,3084341000033113,,cefalexin 500mg tablets,
Exacerbations - Antibiotics,,3084441000033119,,cefalexin 125mg/5ml oral suspension,
Exacerbations - Antibiotics,,3084541000033118,,cefalexin 250mg/5ml oral suspension,
Exacerbations - Antibiotics,,3084641000033117,,cefalexin 500mg/5ml oral suspension,
Exacerbations - Antibiotics,,3084741000033114,,cefradine 250mg capsules,
Exacerbations - Antibiotics,,3084841000033116,,cefradine 500mg capsules,
Exacerbations - Antibiotics,,3085141000033111,,cefradine 250mg/5ml oral solution,
Exacerbations - Antibiotics,,3089341000033112,,doxycycline 100mg capsules,
Exacerbations - Antibiotics,,3089441000033118,,doxycycline 100mg dispersible tablets sugar free,
Exacerbations - Antibiotics,,3089541000033117,,doxycycline 20mg tablets,
Exacerbations - Antibiotics,,317241000033119,,co-amoxiclav dispersible tablets,
Exacerbations - Antibiotics,,317741000033113,,co-amoxiclav 250mg/125mg dispersible tablets sugar free,
Exacerbations - Antibiotics,,330441000033114,,co-amoxiclav 500mg/100mg powder for solution for injection vials,
Exacerbations - Antibiotics,,330541000033110,,co-amoxiclav 1000mg/200mg powder for solution for injection vials,
Exacerbations - Antibiotics,,359141000033110,,co-amoxiclav s/f junior suspension,
Exacerbations - Antibiotics,,359241000033115,,co-amoxiclav s/f paediatric suspension,
Exacerbations - Antibiotics,,366941000033113,,co-amoxiclav 125mg/31mg/5ml oral suspension sugar free,
Exacerbations - Antibiotics,,367041000033114,,co-amoxiclav 250mg/62mg/5ml oral suspension sugar free,
Exacerbations - Antibiotics,,367541000033116,,co-amoxiclav 400mg/57mg/5ml oral suspension sugar free,
Exacerbations - Antibiotics,,369241000033113,,co-amoxiclav tablets,
Exacerbations - Antibiotics,,370041000033115,,co-amoxiclav 250mg/125mg tablets,
Exacerbations - Antibiotics,,370141000033116,,co-amoxiclav 500mg/125mg tablets,
Exacerbations - Antibiotics,,3834741000033115,,ciprofloxacin 3mg/g eye ointment,
Exacerbations - Antibiotics,,3838541000033117,,clarithromycin 125mg granules straws,
Exacerbations - Antibiotics,,3838641000033116,,clarithromycin 187.5mg granules straws,
Exacerbations - Antibiotics,,3838741000033113,,clarithromycin 250mg granules straws,
Exacerbations - Antibiotics,,3914841000033111,,suprax capsules 400 mg,
Exacerbations - Antibiotics,,3955441000033115,,azithromycin 250mg tablets,
Exacerbations - Antibiotics,,4373141000033119,,cefalexin 250mg/5ml oral suspension sugar free,
Exacerbations - Antibiotics,,44041000033113,,amoxil 250mg capsules (glaxosmithkline uk ltd),
Exacerbations - Antibiotics,,44141000033112,,amoxil 500mg capsules (glaxosmithkline uk ltd),
Exacerbations - Antibiotics,,44441000033116,,ampicillin 250mg capsules,
Exacerbations - Antibiotics,,44541000033115,,ampicillin 500mg capsules,
Exacerbations - Antibiotics,,46841000033112,,amoxil dispersible tablets 500 mg,
Exacerbations - Antibiotics,,472341000033113,,doxycycline capsules 100 mg,
Exacerbations - Antibiotics,,47241000033111,,amoxil fiztabs 125 mg,
Exacerbations - Antibiotics,,472541000033118,,doxycycline capsules 50 mg,
Exacerbations - Antibiotics,,47341000033118,,amoxil fiztabs 250 mg,
Exacerbations - Antibiotics,,473641000033113,,doxycycline dispersible tablets 100 mg,
Exacerbations - Antibiotics,,47441000033112,,amoxil fiztabs 500 mg,
Exacerbations - Antibiotics,,479441000033114,,doxycycline syrup 50 mg/5 ml,
Exacerbations - Antibiotics,,481941000033110,,doxycycline tablets 100 mg,
Exacerbations - Antibiotics,,5150141000033114,,doxycycline 40mg modified-release capsules,
Exacerbations - Antibiotics,,52041000033115,,ampicillin 125mg/5ml oral suspension,
Exacerbations - Antibiotics,,52141000033116,,ampicillin 250mg/5ml oral suspension,
Exacerbations - Antibiotics,,52841000033110,,amoxil 125mg/1.25ml paediatric oral suspension (glaxosmithkline uk ltd),
Exacerbations - Antibiotics,,5331141000033112,,augmentin sr m/r tablets 1000 mg + 62.5 mg,
Exacerbations - Antibiotics,,53341000033114,,ampicillin paediatric suspension 125 mg/1.25 ml,
Exacerbations - Antibiotics,,534241000033118,,erythromycin 250mg gastro-resistant capsules,
Exacerbations - Antibiotics,,534341000033111,,erythromycin ethyl succinate granules 1 gram/sachet,
Exacerbations - Antibiotics,,53441000033115,,ampicillin paediatric tablets 125 mg,
Exacerbations - Antibiotics,,534441000033117,,erythromycin ethyl succinate granules 125 mg/sachet,
Exacerbations - Antibiotics,,534541000033116,,erythromycin ethyl succinate granules 250 mg/sachet,
Exacerbations - Antibiotics,,534641000033115,,erythromycin ethyl succinate granules 500 mg/sachet,
Exacerbations - Antibiotics,,534741000033112,,erythroped granules forte 500 mg/sachet,
Exacerbations - Antibiotics,,535741000033113,,erythromycin ethyl succinate mixture 125 mg/5 ml,
Exacerbations - Antibiotics,,535841000033115,,erythromycin ethyl succinate mixture 250 mg/5 ml,
Exacerbations - Antibiotics,,535941000033111,,erythromycin ethyl succinate mixture 500 mg/5 ml,
Exacerbations - Antibiotics,,536041000033118,,erythroped p.i. sachets 125 mg/sachet,
Exacerbations - Antibiotics,,536141000033119,,erythroped pi sf 125mg/5ml oral suspension (advanz pharma),
Exacerbations - Antibiotics,,536241000033114,,erythromycin paediatric suspension 125 mg/5 ml,
Exacerbations - Antibiotics,,536341000033116,,erythroped p.i. suspension 125 mg/5 ml,
Exacerbations - Antibiotics,,536441000033110,,erythroped sachets 250 mg/sachet,
Exacerbations - Antibiotics,,536541000033111,,erythroped a sachets 1 gram/sachet,
Exacerbations - Antibiotics,,536741000033115,,erythromycin tablets 250 mg,
Exacerbations - Antibiotics,,536841000033113,,erythromycin stearate tablets 500 mg,
Exacerbations - Antibiotics,,536941000033117,,erythromycin stearate 250mg tablets,
Exacerbations - Antibiotics,,537041000033116,,erythromycin suspension 500 mg/5 ml,
Exacerbations - Antibiotics,,537141000033117,,erythroped suspension 250 mg/5 ml,
Exacerbations - Antibiotics,,537241000033112,,erythroped forte sf 500mg/5ml oral suspension (advanz pharma),
Exacerbations - Antibiotics,,537341000033119,,erythroped sf 250mg/5ml oral suspension (advanz pharma),
Exacerbations - Antibiotics,,537441000033113,,erythromycin ethyl succinate 125mg/5ml oral suspension sugar free,
Exacerbations - Antibiotics,,537541000033114,,erythromycin ethyl succinate 250mg/5ml oral suspension sugar free,
Exacerbations - Antibiotics,,537641000033110,,erythromycin ethyl succinate 125mg/5ml oral suspension,
Exacerbations - Antibiotics,,537741000033118,,erythromycin ethyl succinate 250mg/5ml oral suspension,
Exacerbations - Antibiotics,,537841000033111,,erythromycin ethyl succinate 500mg/5ml oral suspension,
Exacerbations - Antibiotics,,537941000033115,,erythromycin ethyl succinate 500mg/5ml oral suspension sugar free,
Exacerbations - Antibiotics,,538241000033113,,erythroped sugar free granules 250 mg/sachet,
Exacerbations - Antibiotics,,538341000033115,,erythromycin sugar free granules 250 mg/sachet,
Exacerbations - Antibiotics,,538441000033114,,erythromycin suspension 250 mg/5 ml,
Exacerbations - Antibiotics,,538541000033110,,erythromycin sugar free suspension 125mg/5ml,
Exacerbations - Antibiotics,,538641000033111,,erythromycin sugar free suspension 250mg/5ml,
Exacerbations - Antibiotics,,538841000033112,,erythromycin ethyl succinate 500mg tablets,
Exacerbations - Antibiotics,,540041000033119,,erythromycin tablets 500 mg,
Exacerbations - Antibiotics,,540141000033115,,erythroped a 500mg tablets (advanz pharma),
Exacerbations - Antibiotics,,54041000033110,,amoxil sachets sf 750 mg,
Exacerbations - Antibiotics,,55941000033112,,amoxil 125mg/5ml syrup sucrose free (glaxosmithkline uk ltd),
Exacerbations - Antibiotics,,56041000033119,,amoxil 250mg/5ml syrup sucrose free (glaxosmithkline uk ltd),
Exacerbations - Antibiotics,,56541000033112,,ampicillin syrup 125 mg/5 ml,
Exacerbations - Antibiotics,,56641000033113,,ampicillin syrup forte 250 mg/5 ml,
Exacerbations - Antibiotics,,5697041000033116,,co-amoxiclav 125mg/31mg/5ml oral suspension,
Exacerbations - Antibiotics,,5697141000033117,,co-amoxiclav 250mg/62mg/5ml oral suspension,
Exacerbations - Antibiotics,,5747941000033119,,cefalexin 125mg/5ml oral suspension sugar free,
Exacerbations - Antibiotics,,7860041000033110,,doxycycline hyclate oral suspension 50 mg/5 ml,
Exacerbations - Antibiotics,,7871241000033116,,doxycycline 50mg/5ml oral suspension,
Exacerbations - Antibiotics,,8029141000033118,,zithromax sd oral suspension 2 gram/unit dose,
Exacerbations - Antibiotics,,804941000033116,,klaricid xl 500mg tablets (mylan),
Exacerbations - Antibiotics,,805141000033117,,klaricid paediatric 125mg/5ml oral suspension (mylan),
Exacerbations - Antibiotics,,805341000033119,,klaricid adult 250mg granules sachets (mylan),
Exacerbations - Antibiotics,,805441000033113,,klaricid 500 tablets (abbott laboratories ltd),
Exacerbations - Antibiotics,,805741000033118,,klaricid 250mg tablets (abbott laboratories ltd),
Exacerbations - Antibiotics,,857741000033118,,magnapen 250mg/250mg capsules (wockhardt uk ltd),
Exacerbations - Antibiotics,,867741000033114,,magnapen syrup (wockhardt uk ltd),
Exacerbations - Antibiotics,,93141000033115,,augmentin 375mg dispersible tablets (glaxosmithkline uk ltd),
Exacerbations - Antibiotics,,93941000033118,,augmentin junior suspension,
Exacerbations - Antibiotics,,94441000033113,,augmentin paediatric suspension,
Exacerbations - Antibiotics,,94641000033110,,augmentin 125/31 sf oral suspension (glaxosmithkline uk ltd),
Exacerbations - Antibiotics,,94741000033118,,augmentin 250/62 sf oral suspension (glaxosmithkline uk ltd),
Exacerbations - Antibiotics,,94841000033111,,augmentin-duo 400/57 oral suspension (glaxosmithkline uk ltd),
Exacerbations - Antibiotics,,94941000033115,,augmentin 375mg tablets (glaxosmithkline uk ltd),
Exacerbations - Antibiotics,,95041000033115,,augmentin 625mg tablets (glaxosmithkline uk ltd),
Exacerbations - Antibiotics,,95141000033116,,augmentin tablets,
Exacerbations - Antibiotics,,96941000033113,,azithromycin 250mg capsules,
Exacerbations - Antibiotics,,98441000033116,,azithromycin 200mg/5ml oral suspension,
Exacerbations - Oral corticosteroids,,10212141000033111,,prednisolone 10mg tablets,
Exacerbations - Oral corticosteroids,,10212341000033114,,prednisolone 20mg tablets,
Exacerbations - Oral corticosteroids,,10212441000033115,,pevanti 2.5mg tablets (advanz pharma),
Exacerbations - Oral corticosteroids,,10212541000033119,,pevanti 5mg tablets (advanz pharma),
Exacerbations - Oral corticosteroids,,10212641000033118,,pevanti 10mg tablets (advanz pharma),
Exacerbations - Oral corticosteroids,,10212741000033110,,pevanti 20mg tablets (advanz pharma),
Exacerbations - Oral corticosteroids,,10212941000033113,,pevanti 25mg tablets (advanz pharma),
Exacerbations - Oral corticosteroids,,10266841000033117,,prednisolone 5mg/5ml oral solution unit dose,
Exacerbations - Oral corticosteroids,,10494341000033117,,prednisolone 10mg/ml oral solution sugar free,
Exacerbations - Oral corticosteroids,,1114241000033116,,prednisolone 2.5mg gastro-resistant tablets,
Exacerbations - Oral corticosteroids,,1114341000033114,,prednisolone 5mg gastro-resistant tablets,
Exacerbations - Oral corticosteroids,,1127341000033111,,prednisolone 5mg soluble tablets,
Exacerbations - Oral corticosteroids,,1130741000033110,,prednisolone 25mg tablets,
Exacerbations - Oral corticosteroids,,1130841000033117,,prednisolone steaglate tablets 6.65 mg,
Exacerbations - Oral corticosteroids,,1131741000033117,,prednisolone 1mg tablets,
Exacerbations - Oral corticosteroids,,1131841000033110,,prednisolone 2.5mg tablets,
Exacerbations - Oral corticosteroids,,1131941000033119,,prednisolone 5mg tablets,
Exacerbations - Oral corticosteroids,,1132041000033113,,prednisone tablets 1 mg,
Exacerbations - Oral corticosteroids,,1132141000033112,,prednisone tablets 5 mg,
Exacerbations - Oral corticosteroids,,11507841000033115,,prednisolone 1mg gastro-resistant tablets,
Exacerbations - Oral corticosteroids,,11664841000033116,,prednisolone 30mg tablets,
Exacerbations - Oral corticosteroids,,2509341000033118,,*prednisolone tablets,
Exacerbations - Oral corticosteroids,,2509441000033112,,*prednisolone granules,
Exacerbations - Oral corticosteroids,,2509541000033113,,*prednisolone liquid,
Exacerbations - Oral corticosteroids,,2509641000033114,,*prednisolone powder,
Exacerbations - Oral corticosteroids,,2509741000033117,,*prednisolone pills (sucrose),
Exacerbations - Oral corticosteroids,,429141000033119,,decortisyl tablets 5 mg,
Exacerbations - Oral corticosteroids,,429441000033110,,deltastab tablets 1 mg,
Exacerbations - Oral corticosteroids,,429541000033111,,deltastab tablets 5 mg,
Exacerbations - Oral corticosteroids,,431541000033114,,deltacortril 2.5mg gastro-resistant tablets (alliance pharmaceuticals ltd),
Exacerbations - Oral corticosteroids,,431641000033110,,deltacortril 5mg gastro-resistant tablets (alliance pharmaceuticals ltd),
Exacerbations - Oral corticosteroids,,5990141000033115,,prednisone 1mg modified-release tablets,
Exacerbations - Oral corticosteroids,,5990241000033110,,prednisone 2mg modified-release tablets,
Exacerbations - Oral corticosteroids,,5990341000033117,,prednisone 5mg modified-release tablets,
Exacerbations - Oral corticosteroids,,8494441000033110,,dilacort 2.5mg gastro-resistant tablets (crescent pharma ltd),
Exacerbations - Oral corticosteroids,,8494541000033111,,dilacort 5mg gastro-resistant tablets (crescent pharma ltd),
Exacerbations - Oral corticosteroids,,9119141000033118,,prednisolone 15mg/5ml oral solution,
