Category,Medcode ID,SNOMED CT Concept ID,SNOMED CT Description ID,Term
Exacerbations - LRTI,389901000006115,6142004,11203012,"[x]influenza+other manifestations,influenza virus identified"
Exacerbations - LRTI,396106019,6142004,11203012,influenza nos
Exacerbations - LRTI,12726371000006114,637921000000108,1405301000000117,acute respiratory infection nos
Exacerbations - LRTI,885051000006117,637921000000108,885051000006117,acute resp. infection nos
Exacerbations - LRTI,3555891000006119,64917006,1232627018,pneumonia due to parainfluenza virus
Exacerbations - LRTI,1232627018,64917006,499984015,pneumonia due to parainfluenza virus
Exacerbations - LRTI,7649701000006115,709410003,2496051000000114,hib (haemophilus influenzae type b) infection
Exacerbations - LRTI,7649691000006115,709410003,3039757019,haemophilus influenzae type b infection
Exacerbations - LRTI,1126371000000114,711330007,3078435012,influenza a virus h1n1 subtype detected
Exacerbations - LRTI,885261000006111,74644004,885261000006111,influenza + encephalopathy
Exacerbations - LRTI,843921000033117,843921000033101,843921000033117,*influenza & common cold
Exacerbations - LRTI,906821000033118,906821000033102,906821000033118,haemophilus influenzae (lyophilized bacterial lysates)
Exacerbations - LRTI,907511000006114,907511000006105,907511000006114,[rfc] chest infection
Exacerbations - LRTI,151462017,91428005,151462017,haemophilus influenzae infection
Exacerbations - LRTI,288067017,91428005,151462017,"[x]haemophilus influenzae infection, unspecified"
Exacerbations - LRTI,778711000006116,95891005,158839016,influenza like illness
Exacerbations - LRTI,4063911000006112,95891005,2920741013,influenza like illness
