Category,BNF Chapter,Prodcode,dm+d code,Product Name,Drug Substance
Inhalers - SABA,,1252241000033118,,salbutamol rotacaps 200 micrograms,
Inhalers - SABA,,1252341000033111,,salbutamol rotacaps 400 micrograms,
Inhalers - SABA,,1252441000033117,,salbutamol rotahaler 1,
Inhalers - SABA,,1255041000033118,,salbutamol spacehaler 100 micrograms/puff,
Inhalers - SABA,,1419341000033114,,terbutaline 250micrograms/dose inhaler,
Inhalers - SABA,,1422541000033119,,terbutaline sulfate refill canister 250 micrograms/puff,
Inhalers - SABA,,1423441000033112,,terbutaline 250micrograms/dose inhaler with spacer,
Inhalers - SABA,,1429441000033110,,terbutaline sulfate turbohaler 500 micrograms/dose,
Inhalers - SABA,,1505741000033119,,ventolin 200micrograms/dose accuhaler (glaxosmithkline uk ltd),
Inhalers - SABA,,1505941000033116,,ventolin easi-breathe breath-actuated inhaler 100 micrograms/puff,
Inhalers - SABA,,1508041000033110,,ventolin inhaler 100 micrograms/puff,
Inhalers - SABA,,1510541000033116,,ventolin 200microgram rotacaps (glaxosmithkline uk ltd),
Inhalers - SABA,,1510641000033115,,ventolin 400microgram rotacaps (glaxosmithkline uk ltd),
Inhalers - SABA,,1510741000033112,,ventolin rotahaler (glaxosmithkline uk ltd),
Inhalers - SABA,,1579541000033118,,bricanyl turbohaler breath-actuated dry powder inhaler 500 micrograms/dose,
Inhalers - SABA,,158441000033117,,bricanyl 250micrograms/dose inhaler (astrazeneca uk ltd),
Inhalers - SABA,,160241000033110,,bricanyl refill canister 250 micrograms/puff,
Inhalers - SABA,,160941000033118,,bricanyl 250micrograms/dose spacer inhaler (astrazeneca uk ltd),
Inhalers - SABA,,163641000033116,,bricanyl 500micrograms/dose turbohaler (astrazeneca uk ltd),
Inhalers - SABA,,1699041000033114,,terbutaline 500micrograms/dose dry powder inhaler,
Inhalers - SABA,,1705441000033110,,ventolin 100micrograms/dose evohaler (glaxosmithkline uk ltd),
Inhalers - SABA,,1714241000033112,,airomir 100micrograms/dose autohaler (teva uk ltd),
Inhalers - SABA,,1751341000033111,,salbutamol 100micrograms/dose breath actuated inhaler cfc free,
Inhalers - SABA,,1768141000033111,,salbulin cfc-free inhaler 100 micrograms/puff,
Inhalers - SABA,,1903141000033113,,salbutamol dry powder breath-actuated inhaler 95 micrograms/dose,
Inhalers - SABA,,1905441000033116,,salbutamol insufflator type 4,
Inhalers - SABA,,1905641000033119,,salbutamol 200microgram inhalation powder capsules,
Inhalers - SABA,,1905741000033111,,salbutamol 400microgram inhalation powder capsules,
Inhalers - SABA,,1907341000033117,,salbutamol dry powder disks + disk inhaler 200 micrograms,
Inhalers - SABA,,1907441000033111,,salbutamol dry powder disks + disk inhaler 400 micrograms,
Inhalers - SABA,,1907541000033112,,salbutamol 200micrograms/dose dry powder inhaler,
Inhalers - SABA,,1907641000033113,,salbutamol dry powder for inhalation 400 micrograms/dose,
Inhalers - SABA,,1913441000033115,,salbutamol dry powder breath-actuated inhaler 200 micrograms,
Inhalers - SABA,,2086541000033119,,salamol 100micrograms/dose inhaler cfc free (teva uk ltd),
Inhalers - SABA,,2174141000033117,,salbutamol 95micrograms/dose dry powder inhaler,
Inhalers - SABA,,22741000033118,,airomir 100micrograms/dose inhaler (teva uk ltd),
Inhalers - SABA,,2588241000033119,,salamol 100micrograms/dose easi-breathe inhaler (teva uk ltd),
Inhalers - SABA,,2622741000033114,,pulvinal salbutamol 200micrograms/dose dry powder inhaler (chiesi ltd),
Inhalers - SABA,,2726241000033113,,salbutamol 200 cyclocaps (teva uk ltd),
Inhalers - SABA,,2726341000033115,,salbutamol 400 cyclocaps (teva uk ltd),
Inhalers - SABA,,2864041000033119,,salbutamol breath actuated pressurised inhalation 100 micrograms/actuation,
Inhalers - SABA,,2952141000033110,,"salbutamol breath actuated pressurised inhalation, cfc-free 100 micrograms/actuation",
Inhalers - SABA,,3163441000033113,,salbutamol 100micrograms/dose / ipratropium 20micrograms/dose inhaler,
Inhalers - SABA,,3163541000033114,,salbutamol 2.5mg/2.5ml / ipratropium bromide 500micrograms/2.5ml nebuliser liquid unit dose vials,
Inhalers - SABA,,3198541000033119,,easyhaler salbutamol sulfate 100micrograms/dose dry powder inhaler (orion pharma (uk) ltd),
Inhalers - SABA,,3198641000033118,,easyhaler salbutamol sulfate 200micrograms/dose dry powder inhaler (orion pharma (uk) ltd),
Inhalers - SABA,,330241000033113,,combivent inhaler (boehringer ingelheim ltd),
Inhalers - SABA,,3343941000033118,,salbutamol 100micrograms/dose dry powder inhaler,
Inhalers - SABA,,3344041000033116,,"salbutamol dry powder inhaler 200 micrograms/actuation, 200 dose",
Inhalers - SABA,,4498841000033119,,salbutamol 100micrograms/dose dry powder inhalation cartridge with device,
Inhalers - SABA,,4498941000033110,,salbutamol 100micrograms/dose dry powder inhalation cartridge,
Inhalers - SABA,,4499041000033118,,novolizer salbulin inhalation cartridge + device 100 micrograms/dose,
Inhalers - SABA,,4499141000033119,,novolizer salbulin inhalation cartridge refill 100 micrograms/dose,
Inhalers - SABA,,5393141000033116,,salbulin novolizer 100micrograms/dose inhalation powder (mylan),
Inhalers - SABA,,5393241000033111,,salbulin novolizer 100micrograms/dose inhalation powder refill (mylan),
Inhalers - SABA,,8491641000033114,,airsalb 100micrograms/dose inhaler cfc free (sandoz ltd),
Inhalers - LAMA,,11788941000033110,,tiotropium bromide 10microgram inhalation powder capsules with device,
Inhalers - LAMA,,11789041000033118,,braltus 10microgram inhalation powder capsules with zonda inhaler (teva uk ltd),
Inhalers - LAMA,,13178741000033115,,tiotropium bromide 2.5micrograms/dose inhalation solution cartridge cfc free,
Inhalers - LAMA,,13178841000033113,,spiriva respimat 2.5micrograms/dose inhalation solution refill cartridge (boehringer ingelheim ltd),
Inhalers - LAMA,,2793541000033114,,tiotropium bromide 18microgram inhalation powder capsules with device,
Inhalers - LAMA,,2793641000033110,,tiotropium bromide 18microgram inhalation powder capsules,
Inhalers - LAMA,,2793741000033118,,spiriva 18microgram inhalation powder capsules with handihaler (boehringer ingelheim ltd),
Inhalers - LAMA,,2793841000033111,,spiriva 18microgram inhalation powder capsules (boehringer ingelheim ltd),
Inhalers - LAMA,,4270641000033112,,tiotropium bromide 2.5micrograms/dose solution for inhalation cartridge with device cfc free,
Inhalers - LAMA,,4270741000033115,,spiriva respimat 2.5micrograms/dose inhalation solution cartridge with device (boehringer ingelheim ltd),
Inhalers - LAMA,,8056941000033114,,aclidinium bromide 375micrograms/dose dry powder inhaler,
Inhalers - LAMA,,8057341000033112,,eklira 322micrograms/dose genuair (astrazeneca uk ltd),
Inhalers - LAMA,,8141741000033112,,glycopyrronium bromide 55microgram inhalation powder capsules with device,
Inhalers - LAMA,,8141841000033119,,seebri breezhaler 44microgram inhalation powder capsules with device (novartis pharmaceuticals uk ltd),
Inhalers - LAMA,,9703641000033117,,incruse ellipta 55micrograms/dose dry powder inhaler (glaxosmithkline uk ltd),
Inhalers - LABA,,1022341000033117,,oxis 12 turbohaler (astrazeneca uk ltd),
Inhalers - LABA,,1022441000033111,,oxis 6 turbohaler (astrazeneca uk ltd),
Inhalers - LABA,,11782841000033117,,soltel 25micrograms/dose inhaler cfc free (cipla eu ltd),
Inhalers - LABA,,1205941000033113,,salmeterol xinafoate accuhaler 50 micrograms/dose,
Inhalers - LABA,,1206341000033118,,salmeterol 25micrograms/dose inhaler,
Inhalers - LABA,,1228741000033113,,salmeterol xinafoate disks with diskhaler 50 micrograms/blister,
Inhalers - LABA,,1252041000033114,,salmeterol 50microgram inhalation powder blisters,
Inhalers - LABA,,1267441000033114,,serevent 50micrograms/dose accuhaler (glaxosmithkline uk ltd),
Inhalers - LABA,,1267641000033111,,serevent 25micrograms/dose inhaler (glaxosmithkline uk ltd),
Inhalers - LABA,,1268941000033117,,serevent 50microgram disks with diskhaler (glaxosmithkline uk ltd),
Inhalers - LABA,,1272941000033113,,serevent 50microgram disks (glaxosmithkline uk ltd),
Inhalers - LABA,,13178941000033117,,olodaterol 2.5micrograms/dose inhalation solution cartridge cfc free,
Inhalers - LABA,,13179041000033114,,striverdi respimat 2.5micrograms/dose inhalation solution refill cartridge (boehringer ingelheim ltd),
Inhalers - LABA,,1914141000033114,,salmeterol 50micrograms/dose dry powder inhaler,
Inhalers - LABA,,1914241000033119,,salmeterol 50microgram inhalation powder blisters with device,
Inhalers - LABA,,3089641000033116,,formoterol 6micrograms/dose dry powder inhaler,
Inhalers - LABA,,3089741000033113,,formoterol 12micrograms/dose dry powder inhaler,
Inhalers - LABA,,3089841000033115,,formoterol 12microgram inhalation powder capsules with device,
Inhalers - LABA,,3347041000033114,,formoterol 12micrograms/dose inhaler cfc free,
Inhalers - LABA,,3347141000033113,,atimos modulite 12micrograms/dose inhaler (chiesi ltd),
Inhalers - LABA,,3855941000033115,,salmeterol 25micrograms/dose inhaler cfc free,
Inhalers - LABA,,3856041000033113,,serevent 25micrograms/dose evohaler (glaxosmithkline uk ltd),
Inhalers - LABA,,4063241000033118,,"formoterol dry powder inhaler 12 micrograms/actuation, 60 dose",
Inhalers - LABA,,4063341000033111,,"formoterol dry powder inhaler 12 micrograms/actuation, 120 dose",
Inhalers - LABA,,4063541000033116,,formoterol easyhaler 12micrograms/dose dry powder inhaler (orion pharma (uk) ltd),
Inhalers - LABA,,5140041000033112,,oxis turbuhaler 4.5 micrograms/dose,
Inhalers - LABA,,5140141000033111,,oxis turbuhaler 9 micrograms/dose,
Inhalers - LABA,,5707041000033111,,indacaterol 150microgram inhalation powder capsules with device,
Inhalers - LABA,,5707141000033110,,indacaterol 300microgram inhalation powder capsules with device,
Inhalers - LABA,,5707241000033115,,onbrez breezhaler 150microgram inhalation powder capsules with device (novartis pharmaceuticals uk ltd),
Inhalers - LABA,,5707341000033113,,onbrez breezhaler 300microgram inhalation powder capsules with device (novartis pharmaceuticals uk ltd),
Inhalers - LABA,,599641000033111,,foradil 12microgram inhalation powder capsules with device (novartis pharmaceuticals uk ltd),
Inhalers - LABA,,6456541000033118,,neovent 25micrograms/dose inhaler cfc free (kent pharmaceuticals ltd),
Inhalers - LABA,,8536141000033111,,vertine 25micrograms/dose inhaler cfc free (teva uk ltd),
Inhalers - LABA,,9299341000033119,,olodaterol 2.5micrograms/dose solution for inhalation cartridge with device cfc free,
Inhalers - LABA,,9299441000033113,,striverdi respimat 2.5micrograms/dose inhalation solution cartridge with device (boehringer ingelheim ltd),
Inhalers - LAMA_LABA,,10589141000033112,,tiotropium bromide 2.5micrograms/dose / olodaterol 2.5micrograms/dose solution for inhalation cartridge with device cfc free,
Inhalers - LAMA_LABA,,10589241000033117,,spiolto respimat 2.5micrograms/dose / 2.5micrograms/dose inhalation solution cartridge with device (boehringer ingelheim ltd),
Inhalers - LAMA_LABA,,13178541000033111,,tiotropium bromide 2.5micrograms/dose / olodaterol 2.5micrograms/dose inhalation solution cartridge cfc free,
Inhalers - LAMA_LABA,,13178641000033112,,spiolto respimat 2.5micrograms/dose / 2.5micrograms/dose inhalation solution refill cartridge (boehringer ingelheim ltd),
Inhalers - LAMA_LABA,,9293241000033114,,umeclidinium bromide 65micrograms/dose / vilanterol 22micrograms/dose dry powder inhaler,
Inhalers - LAMA_LABA,,9293341000033116,,anoro ellipta 55micrograms/dose / 22micrograms/dose dry powder inhaler (glaxosmithkline uk ltd),
Inhalers - LAMA_LABA,,9851941000033115,,indacaterol 85micrograms/dose / glycopyrronium bromide 54micrograms/dose inhalation powder capsules with device,
Inhalers - LAMA_LABA,,9852041000033114,,ultibro breezhaler 85microgram/43microgram inhalation powder capsules with device (novartis pharmaceuticals uk ltd),
Inhalers - LAMA_LABA,,9995641000033112,,aclidinium bromide 396micrograms/dose / formoterol 11.8micrograms/dose dry powder inhaler,
Inhalers - LAMA_LABA,,9995741000033115,,duaklir 340micrograms/dose / 12micrograms/dose genuair (astrazeneca uk ltd),
Inhalers - ICS,,1143041000033117,,pulmicort 200micrograms/dose inhaler (astrazeneca uk ltd),
Inhalers - ICS,,1143141000033118,,pulmicort ls 50micrograms/dose inhaler (astrazeneca uk ltd),
Inhalers - ICS,,1144241000033110,,pulmicort refill canister 200 micrograms/dose,
Inhalers - ICS,,1144341000033117,,pulmicort ls refill canister 50 micrograms/dose,
Inhalers - ICS,,1144841000033114,,pulmicort spacer inhaler 200 micrograms/dose,
Inhalers - ICS,,1144941000033118,,pulmicort spacer inhaler 50 micrograms/dose,
Inhalers - ICS,,1145141000033119,,pulmicort 200 turbohaler (astrazeneca uk ltd),
Inhalers - ICS,,1145241000033114,,pulmicort 400 turbohaler (astrazeneca uk ltd),
Inhalers - ICS,,1145341000033116,,pulmicort 100 turbohaler (astrazeneca uk ltd),
Inhalers - ICS,,12530441000033112,,kelhale 100micrograms/dose inhaler (cipla eu ltd),
Inhalers - ICS,,12530541000033113,,kelhale 50micrograms/dose inhaler (cipla eu ltd),
Inhalers - ICS,,12901341000033112,,soprobec 50micrograms/dose inhaler (glenmark pharmaceuticals europe ltd),
Inhalers - ICS,,12901441000033118,,soprobec 100micrograms/dose inhaler (glenmark pharmaceuticals europe ltd),
Inhalers - ICS,,12901541000033117,,soprobec 200micrograms/dose inhaler (glenmark pharmaceuticals europe ltd),
Inhalers - ICS,,12901641000033116,,soprobec 250micrograms/dose inhaler (glenmark pharmaceuticals europe ltd),
Inhalers - ICS,,1579841000033116,,budesonide breath-actuated dry powder inhaler 100 micrograms/dose,
Inhalers - ICS,,1579941000033112,,budesonide breath-actuated dry powder inhaler 200 micrograms/dose,
Inhalers - ICS,,1580041000033111,,budesonide breath-actuated dry powder inhaler 400 micrograms/dose,
Inhalers - ICS,,163741000033113,,budesonide 200micrograms/dose inhaler,
Inhalers - ICS,,163841000033115,,budesonide 50micrograms/dose inhaler,
Inhalers - ICS,,1670741000033111,,pulmicort turbohaler breath-actuated dry powder inhaler 100 micrograms/dose,
Inhalers - ICS,,1670841000033118,,pulmicort turbohaler breath-actuated dry powder inhaler 200 micrograms/dose,
Inhalers - ICS,,1670941000033114,,pulmicort turbohaler breath-actuated dry powder inhaler 400 micrograms/dose,
Inhalers - ICS,,1671041000033116,,qvar 50 inhaler (teva uk ltd),
Inhalers - ICS,,1671141000033117,,qvar 100 inhaler (teva uk ltd),
Inhalers - ICS,,1671241000033112,,qvar 50 autohaler (teva uk ltd),
Inhalers - ICS,,1671341000033119,,qvar 100 autohaler (teva uk ltd),
Inhalers - ICS,,169341000033114,,budesonide 3mg gastro-resistant modified-release capsules,
Inhalers - ICS,,171241000033113,,budesonide refill canister 200 micrograms/dose,
Inhalers - ICS,,171341000033115,,budesonide refill canister 50 micrograms/dose,
Inhalers - ICS,,171641000033111,,budesonide spacer inhaler 50 micrograms/dose,
Inhalers - ICS,,171741000033119,,budesonide spacer inhaler 200 micrograms/dose,
Inhalers - ICS,,174441000033112,,budesonide turbohaler 200 micrograms/dose,
Inhalers - ICS,,174541000033113,,budesonide turbohaler 400 micrograms/dose,
Inhalers - ICS,,174641000033114,,budesonide turbohaler 100 micrograms/dose,
Inhalers - ICS,,1914341000033112,,fluticasone propionate 50micrograms/dose dry powder inhaler,
Inhalers - ICS,,1914441000033118,,fluticasone propionate 100micrograms/dose dry powder inhaler,
Inhalers - ICS,,1914541000033117,,fluticasone propionate 250micrograms/dose dry powder inhaler,
Inhalers - ICS,,1914641000033116,,fluticasone propionate 500micrograms/dose dry powder inhaler,
Inhalers - ICS,,1914741000033113,,fluticasone propionate 50microgram inhalation powder blisters with device,
Inhalers - ICS,,1914841000033115,,fluticasone propionate 100microgram inhalation powder blisters with device,
Inhalers - ICS,,1914941000033111,,fluticasone propionate 250microgram inhalation powder blisters with device,
Inhalers - ICS,,1915041000033111,,fluticasone propionate 500microgram inhalation powder blisters with device,
Inhalers - ICS,,2067541000033118,,flixotide 125micrograms/dose evohaler (glaxosmithkline uk ltd),
Inhalers - ICS,,2067641000033117,,flixotide 250micrograms/dose evohaler (glaxosmithkline uk ltd),
Inhalers - ICS,,2067741000033114,,fluticasone 125micrograms/dose inhaler cfc free,
Inhalers - ICS,,2067841000033116,,fluticasone 250micrograms/dose inhaler cfc free,
Inhalers - ICS,,2148441000033115,,fluticasone 50micrograms/dose inhaler cfc free,
Inhalers - ICS,,2148541000033119,,flixotide 50micrograms/dose evohaler (glaxosmithkline uk ltd),
Inhalers - ICS,,2623141000033115,,pulvinal beclometasone dipropionate 100micrograms/dose dry powder inhaler (chiesi ltd),
Inhalers - ICS,,2623241000033110,,pulvinal beclometasone dipropionate 200micrograms/dose dry powder inhaler (chiesi ltd),
Inhalers - ICS,,2623341000033117,,pulvinal beclometasone dipropionate 400micrograms/dose dry powder inhaler (chiesi ltd),
Inhalers - ICS,,2725541000033116,,beclometasone 100 cyclocaps (teva uk ltd),
Inhalers - ICS,,2725641000033115,,beclometasone 200 cyclocaps (teva uk ltd),
Inhalers - ICS,,2725741000033112,,beclometasone 400 cyclocaps (teva uk ltd),
Inhalers - ICS,,2725841000033119,,budesonide 200microgram inhalation powder capsules,
Inhalers - ICS,,2725941000033110,,budesonide 400microgram inhalation powder capsules,
Inhalers - ICS,,2726041000033117,,budesonide 200 cyclocaps (teva uk ltd),
Inhalers - ICS,,2726141000033118,,budesonide 400 cyclocaps (teva uk ltd),
Inhalers - ICS,,2798341000033112,,pulmicort 200micrograms/dose inhaler with nebuchamber (astrazeneca uk ltd),
Inhalers - ICS,,2798441000033118,,budesonide inhaler with spacer device 200 micrograms/dose,
Inhalers - ICS,,2872641000033111,,"mometasone furoate dry powder inhaler 200 micrograms/dose, 30 doses",
Inhalers - ICS,,2872741000033119,,"mometasone furoate dry powder inhaler 400 micrograms/dose, 60 doses",
Inhalers - ICS,,2872841000033112,,"mometasone furoate dry powder inhaler 200 micrograms/dose, 60 doses",
Inhalers - ICS,,2872941000033116,,"mometasone furoate dry powder inhaler 400 micrograms/dose, 30 doses",
Inhalers - ICS,,2873041000033114,,"asmanex twisthaler dry powder inhaler 200 micrograms/dose, 30 doses",
Inhalers - ICS,,2873141000033113,,"asmanex twisthaler dry powder inhaler 200 micrograms/dose, 60 doses",
Inhalers - ICS,,2873241000033118,,"asmanex twisthaler dry powder inhaler 400 micrograms/dose, 30 doses",
Inhalers - ICS,,2873341000033111,,"asmanex twisthaler dry powder inhaler 400 micrograms/dose, 60 doses",
Inhalers - ICS,,3080441000033114,,beclometasone 250micrograms/dose inhaler,
Inhalers - ICS,,3080541000033110,,beclometasone 250micrograms/dose breath actuated inhaler,
Inhalers - ICS,,3080641000033111,,beclometasone 50micrograms/dose breath actuated inhaler,
Inhalers - ICS,,3080741000033119,,beclometasone 100micrograms/dose breath actuated inhaler,
Inhalers - ICS,,3081041000033114,,beclometasone 100microgram inhalation powder blisters with device,
Inhalers - ICS,,3081141000033113,,beclometasone 200microgram inhalation powder blisters with device,
Inhalers - ICS,,3081241000033118,,beclometasone 400microgram inhalation powder blisters with device,
Inhalers - ICS,,3081341000033111,,beclometasone 100microgram inhalation powder blisters,
Inhalers - ICS,,3081441000033117,,beclometasone 200microgram inhalation powder blisters,
Inhalers - ICS,,3081541000033116,,beclometasone 400microgram inhalation powder blisters,
Inhalers - ICS,,3081641000033115,,beclometasone 200micrograms/dose inhaler,
Inhalers - ICS,,3081741000033112,,beclometasone 100micrograms/dose inhaler,
Inhalers - ICS,,3081841000033119,,beclometasone 50micrograms/dose inhaler,
Inhalers - ICS,,3081941000033110,,beclometasone 400microgram inhalation powder capsules,
Inhalers - ICS,,3082041000033116,,beclometasone 100microgram inhalation powder capsules,
Inhalers - ICS,,3082141000033117,,beclometasone 200microgram inhalation powder capsules,
Inhalers - ICS,,3082241000033112,,beclometasone 50micrograms/dose dry powder inhaler,
Inhalers - ICS,,3082341000033119,,beclometasone 100micrograms/dose dry powder inhaler,
Inhalers - ICS,,3082441000033113,,beclometasone 250micrograms/dose dry powder inhaler,
Inhalers - ICS,,3082541000033114,,beclometasone 400micrograms/dose dry powder inhaler,
Inhalers - ICS,,3082641000033110,,beclometasone 200micrograms/dose dry powder inhaler,
Inhalers - ICS,,3082741000033118,,beclometasone 50micrograms/dose inhaler cfc free,
Inhalers - ICS,,3082841000033111,,beclometasone 100micrograms/dose inhaler cfc free,
Inhalers - ICS,,3082941000033115,,beclometasone 50micrograms/dose breath actuated inhaler cfc free,
Inhalers - ICS,,3083041000033113,,beclometasone 100micrograms/dose breath actuated inhaler cfc free,
Inhalers - ICS,,3141341000033112,,budesonide 200micrograms/dose dry powder inhalation cartridge with device,
Inhalers - ICS,,3141441000033118,,"novolizer budesonide inhalation cartridge + device 200 micrograms/dose, 100 doses",
Inhalers - ICS,,3199241000033112,,qvar 50micrograms/dose easi-breathe inhaler (teva uk ltd),
Inhalers - ICS,,3199341000033119,,qvar 100micrograms/dose easi-breathe inhaler (teva uk ltd),
Inhalers - ICS,,3227441000033112,,ciclesonide 80micrograms/dose inhaler cfc free,
Inhalers - ICS,,3227541000033113,,"ciclesonide cfc-free inhaler 160 micrograms/actuation, 120 doses",
Inhalers - ICS,,3227641000033114,,alvesco 80 inhaler (astrazeneca uk ltd),
Inhalers - ICS,,3227741000033117,,"alvesco cfc-free inhaler 160 micrograms/actuation, 120 doses",
Inhalers - ICS,,3256341000033119,,budesonide 200micrograms/dose dry powder inhalation cartridge,
Inhalers - ICS,,3256441000033113,,"novolizer budesonide inhalation cartridge refill 200 micrograms/dose, 100 doses",
Inhalers - ICS,,3267641000033115,,"ciclesonide cfc-free inhaler 160 micrograms/actuation, 60 doses",
Inhalers - ICS,,3267741000033112,,"alvesco cfc-free inhaler 160 micrograms/actuation, 60 doses",
Inhalers - ICS,,3343041000033119,,easyhaler beclometasone 200micrograms/dose dry powder inhaler (orion pharma (uk) ltd),
Inhalers - ICS,,3871541000033110,,budesonide 100micrograms/dose dry powder inhaler,
Inhalers - ICS,,3871641000033111,,budesonide 200micrograms/dose dry powder inhaler,
Inhalers - ICS,,3871741000033119,,budesonide 400micrograms/dose dry powder inhaler,
Inhalers - ICS,,3871841000033112,,easyhaler budesonide 100micrograms/dose dry powder inhaler (orion pharma (uk) ltd),
Inhalers - ICS,,3871941000033116,,easyhaler budesonide 200micrograms/dose dry powder inhaler (orion pharma (uk) ltd),
Inhalers - ICS,,3872041000033110,,easyhaler budesonide 400micrograms/dose dry powder inhaler (orion pharma (uk) ltd),
Inhalers - ICS,,3942841000033114,,beclometasone 200micrograms/dose inhaler cfc free,
Inhalers - ICS,,3942941000033118,,beclometasone 250micrograms/dose inhaler cfc free,
Inhalers - ICS,,3943041000033111,,clenil modulite 50micrograms/dose inhaler (chiesi ltd),
Inhalers - ICS,,3943341000033113,,clenil modulite 100micrograms/dose inhaler (chiesi ltd),
Inhalers - ICS,,3943441000033119,,clenil modulite 200micrograms/dose inhaler (chiesi ltd),
Inhalers - ICS,,3943641000033117,,clenil modulite 250micrograms/dose inhaler (chiesi ltd),
Inhalers - ICS,,4164541000033114,,"fluticasone propionate aqueous nasal spray 50 micrograms/dose, 60 doses",
Inhalers - ICS,,4815041000033111,,budesonide 100micrograms/dose inhaler cfc free,
Inhalers - ICS,,4815141000033110,,budesonide 200micrograms/dose inhaler cfc free,
Inhalers - ICS,,4815241000033115,,pulmicort 100micrograms/dose inhaler cfc free (astrazeneca uk ltd),
Inhalers - ICS,,4815341000033113,,pulmicort 200micrograms/dose inhaler cfc free (astrazeneca uk ltd),
Inhalers - ICS,,4823241000033113,,ciclesonide 160micrograms/dose inhaler cfc free,
Inhalers - ICS,,4823341000033115,,alvesco 160 inhaler (astrazeneca uk ltd),
Inhalers - ICS,,5393341000033118,,budelin novolizer 200micrograms/dose inhalation powder (mylan),
Inhalers - ICS,,5393441000033112,,budelin novolizer 200micrograms/dose inhalation powder refill (mylan),
Inhalers - ICS,,576741000033118,,flixotide 100micrograms/dose accuhaler (glaxosmithkline uk ltd),
Inhalers - ICS,,576841000033111,,flixotide 250micrograms/dose accuhaler (glaxosmithkline uk ltd),
Inhalers - ICS,,576941000033115,,flixotide 50micrograms/dose accuhaler (glaxosmithkline uk ltd),
Inhalers - ICS,,577041000033119,,flixotide 500micrograms/dose accuhaler (glaxosmithkline uk ltd),
Inhalers - ICS,,577141000033115,,fluticasone propionate accuhaler 100 micrograms/dose,
Inhalers - ICS,,577241000033110,,fluticasone propionate accuhaler 250 micrograms/dose,
Inhalers - ICS,,577341000033117,,fluticasone propionate accuhaler 50 micrograms/dose,
Inhalers - ICS,,577441000033111,,fluticasone propionate accuhaler 500 micrograms/dose,
Inhalers - ICS,,5811241000033111,,mometasone 200micrograms/dose dry powder inhaler,
Inhalers - ICS,,5811341000033118,,mometasone 400micrograms/dose dry powder inhaler,
Inhalers - ICS,,5811441000033112,,asmanex 200micrograms/dose twisthaler (merck sharp & dohme ltd),
Inhalers - ICS,,5811541000033113,,asmanex 400micrograms/dose twisthaler (merck sharp & dohme ltd),
Inhalers - ICS,,581241000033110,,flixotide 100microgram disks with diskhaler (glaxosmithkline uk ltd),
Inhalers - ICS,,581341000033117,,flixotide 250microgram disks with diskhaler (glaxosmithkline uk ltd),
