Category,Medcode,Read code,Read V2 5B code,Read term
Hypertension,59383,G240000,G2400,Secondary malignant renovascular hypertension
Hypertension,73293,G240z00,G240z,Secondary malignant hypertension NOS
Hypertension,57288,G241.00,G241.,Secondary benign hypertension
Hypertension,25371,G241000,G2410,Secondary benign renovascular hypertension
Hypertension,51635,G241z00,G241z,Secondary benign hypertension NOS
Hypertension,34744,G244.00,G244.,Hypertension secondary to endocrine disorders
Hypertension,16059,G24z.00,G24z.,Secondary hypertension NOS
Hypertension,31387,G24z000,G24z0,Secondary renovascular hypertension NOS
Hypertension,31341,G24z100,G24z1,Hypertension secondary to drug
Hypertension,42229,G24zz00,G24zz,Secondary hypertension NOS
Hypertension,18765,G2y..00,G2y..,Other specified hypertensive disease
Hypertension,7057,G2z..00,G2z..,Hypertensive disease NOS
Hypertension,3979,G672.00,G672.,Hypertensive encephalopathy
Hypertension,31816,G672.11,G672.,Hypertensive crisis
Hypertension,69753,Gyu2.00,Gyu2.,[X]Hypertensive diseases
Hypertension,97533,Gyu2100,Gyu21,[X]Hypertension secondary to other renal disorders
Hypertension resolved,3269,2126100,21261,Hypertension resolved
Hypertension resolved,19342,212K.00,212K.,Hypertension resolved
