Audit query,Category,Medication,Prodcode,Gemscript code,Product Name,Drug Substance,BNF Code
6,Exacerbations,Antibiotics,2019,02620007,ERYTHROCIN 125 MG SYR,,00000000
6,Exacerbations,Antibiotics,17798,02621007,ERYTHROCIN A 1 GM TAB,,00000000
6,Exacerbations,Antibiotics,251,02622007,ERYTHROMYCIN 50 MG INJ,,00000000
6,Exacerbations,Antibiotics,16605,02623007,ERYTHROMYCIN I/V 1 GM INJ,,00000000
6,Exacerbations,Antibiotics,1969,02624007,ERYTHROMYCIN 250 MG MIX,,00000000
6,Exacerbations,Antibiotics,27955,02633007,ERYTHROCIN 300 MG INJ,,00000000
6,Exacerbations,Antibiotics,21817,02753007,DEMIX 100 MG CAP,,00000000
6,Exacerbations,Antibiotics,108,03055007,AMPICILLIN 125 MG CAP,,00000000
6,Exacerbations,Antibiotics,1393,03177007,AMOXYCILLIN FIZTAB 250 MG TAB,,00000000
6,Exacerbations,Antibiotics,25943,03350007,ERYTHROMYCIN I/V 300 MG INJ,,00000000
6,Exacerbations,Antibiotics,7792,03351007,ERYTHROMYCIN 12 MG SYR,,00000000
6,Exacerbations,Antibiotics,343,03417007,AMPICILLIN 125 MG TAB,,00000000
6,Exacerbations,Antibiotics,20009,03521007,TALAMPICILLIN 250 MG SYR,,00000000
6,Exacerbations,Antibiotics,14368,03522007,TALPEN 250 MG SYR,,00000000
6,Exacerbations,Antibiotics,21658,03533007,SPIRAMYCIN 250 MG TAB,,00000000
6,Exacerbations,Antibiotics,32427,03690007,KLARICID IV 500MG VIAL DRY 500 MG INJ,,00000000
6,Exacerbations,Antibiotics,22653,03769007,ERYTHROCIN 100 MG SYR,,00000000
6,Exacerbations,Antibiotics,1376,03770007,ERYTHROMYCIN 100 MG SYR,,00000000
6,Exacerbations,Antibiotics,2902,03907007,AMOXYCILLIN FIZTAB 125 MG TAB,,00000000
6,Exacerbations,Antibiotics,2313,05015007,ERYTHROPED 250 MG TAB,,00000000
6,Exacerbations,Antibiotics,3408,05019007,ERYTHROMYCIN 500 MG CAP,,00000000
6,Exacerbations,Antibiotics,12252,05021007,ERYMAX 125 MG SYR,,00000000
6,Exacerbations,Antibiotics,10782,05022007,ERYMAX 500 MG CAP,,00000000
6,Exacerbations,Antibiotics,31101,05239007,CALTHOR 125 MG SYR,,00000000
6,Exacerbations,Antibiotics,30399,05356007,AMPILAR 125 MG SYR,,00000000
6,Exacerbations,Antibiotics,28398,05357007,AMPILAR 250 MG CAP,,00000000
6,Exacerbations,Antibiotics,46490,05358007,AMPILAR 500 MG CAP,,00000000
6,Exacerbations,Antibiotics,18945,05480007,PENBRITIN PAED 125 MG TAB,,00000000
6,Exacerbations,Antibiotics,18703,05542007,ERYCEN 125 MG SUS,,00000000
6,Exacerbations,Antibiotics,59042,05554020,Amoxicillin 250mg capsules (Alliance Healthcare (Distribution) Ltd),Amoxicillin trihydrate,05010103
6,Exacerbations,Antibiotics,69398,05555020,Respillin 250mg capsules (Kent Pharmaceuticals Ltd),Amoxicillin trihydrate,05010103
6,Exacerbations,Antibiotics,54796,05558020,Amoxicillin 250mg capsules (Boston Healthcare Ltd),Amoxicillin trihydrate,05010103
6,Exacerbations,Antibiotics,54271,05560020,Amoxicillin 250mg capsules (Mawdsley-Brooks & Company Ltd),Amoxicillin trihydrate,05010103
6,Exacerbations,Antibiotics,54491,05561020,Amoxicillin 250mg capsules (Bristol Laboratories Ltd),Amoxicillin trihydrate,05010103
6,Exacerbations,Antibiotics,59481,05562020,Amoxicillin 250mg capsules (Phoenix Healthcare Distribution Ltd),Amoxicillin trihydrate,05010103
6,Exacerbations,Antibiotics,51536,05563020,Amoxicillin 250mg capsules (Milpharm Ltd),Amoxicillin trihydrate,05010103
6,Exacerbations,Antibiotics,52820,05565020,Amoxicillin 500mg capsules (Alliance Healthcare (Distribution) Ltd),Amoxicillin trihydrate,05010103
6,Exacerbations,Antibiotics,59592,05566020,Amoxicillin 500mg capsules (Pfizer Ltd),Amoxicillin trihydrate,05010103
6,Exacerbations,Antibiotics,57833,05567020,Amoxil 500mg capsules (Waymade Healthcare Plc),Amoxicillin trihydrate,05010103
6,Exacerbations,Antibiotics,55527,05571020,Amoxicillin 500mg capsules (Boston Healthcare Ltd),Amoxicillin trihydrate,05010103
6,Exacerbations,Antibiotics,69532,05573020,Amoxil 500mg capsules (DE Pharmaceuticals),Amoxicillin trihydrate,05010103
6,Exacerbations,Antibiotics,68476,05574020,Amoxil 500mg capsules (Sigma Pharmaceuticals Plc),Amoxicillin trihydrate,05010103
6,Exacerbations,Antibiotics,61906,05575020,Amoxicillin 500mg capsules (Mawdsley-Brooks & Company Ltd),Amoxicillin trihydrate,05010103
6,Exacerbations,Antibiotics,52771,05576020,Amoxicillin 500mg capsules (Bristol Laboratories Ltd),Amoxicillin trihydrate,05010103
6,Exacerbations,Antibiotics,49590,05577020,Amoxil 500mg capsules (Lexon (UK) Ltd),Amoxicillin trihydrate,05010103
6,Exacerbations,Antibiotics,51436,05578020,Amoxil 500mg capsules (Mawdsley-Brooks & Company Ltd),Amoxicillin trihydrate,05010103
6,Exacerbations,Antibiotics,57886,05579020,Amoxil 500mg capsules (Stephar (U.K.) Ltd),Amoxicillin trihydrate,05010103
6,Exacerbations,Antibiotics,56700,05580020,Amoxil 500mg capsules (Necessity Supplies Ltd),Amoxicillin trihydrate,05010103
6,Exacerbations,Antibiotics,68416,05581020,Amoxicillin 500mg capsules (Phoenix Healthcare Distribution Ltd),Amoxicillin trihydrate,05010103
6,Exacerbations,Antibiotics,53627,05582020,Amoxicillin 500mg capsules (Accord Healthcare Ltd),Amoxicillin trihydrate,05010103
6,Exacerbations,Antibiotics,54725,05583020,Amoxicillin 500mg capsules (Milpharm Ltd),Amoxicillin trihydrate,05010103
6,Exacerbations,Antibiotics,58097,05584020,Co-amoxiclav 125mg/31mg/5ml oral suspension sugar free (Kent Pharmaceuticals Ltd),Amoxicillin trihydrate/Potassium clavulanate,05010103
6,Exacerbations,Antibiotics,54452,05585020,Co-amoxiclav 125mg/31mg/5ml oral suspension sugar free (Alliance Healthcare (Distribution) Ltd),Amoxicillin trihydrate/Potassium clavulanate,05010103
6,Exacerbations,Antibiotics,56884,05587020,Co-amoxiclav 125mg/31mg/5ml oral suspension sugar free (Phoenix Healthcare Distribution Ltd),Amoxicillin trihydrate/Potassium clavulanate,05010103
6,Exacerbations,Antibiotics,51164,05588020,Augmentin 125/31 SF oral suspension (Waymade Healthcare Plc),Amoxicillin trihydrate/Potassium clavulanate,05010103
6,Exacerbations,Antibiotics,50595,05589020,Augmentin 125/31 SF oral suspension (Mawdsley-Brooks & Company Ltd),Amoxicillin trihydrate/Potassium clavulanate,05010103
6,Exacerbations,Antibiotics,50341,05590020,Co-amoxiclav 500mg/125mg tablets (Alliance Healthcare (Distribution) Ltd),Amoxicillin trihydrate/Potassium clavulanate,05010103
6,Exacerbations,Antibiotics,49683,05591020,Augmentin 625mg tablets (Waymade Healthcare Plc),Amoxicillin trihydrate/Potassium clavulanate,05010103
6,Exacerbations,Antibiotics,50279,05595020,Augmentin 625mg tablets (DE Pharmaceuticals),Amoxicillin trihydrate/Potassium clavulanate,05010103
6,Exacerbations,Antibiotics,49321,05596020,Augmentin 625mg tablets (Sigma Pharmaceuticals Plc),Amoxicillin trihydrate/Potassium clavulanate,05010103
6,Exacerbations,Antibiotics,49656,05597020,Augmentin 625mg tablets (Lexon (UK) Ltd),Amoxicillin trihydrate/Potassium clavulanate,05010103
6,Exacerbations,Antibiotics,52207,05598020,Augmentin 625mg tablets (Mawdsley-Brooks & Company Ltd),Amoxicillin trihydrate/Potassium clavulanate,05010103
6,Exacerbations,Antibiotics,54591,05599020,Co-amoxiclav 500mg/125mg tablets (Phoenix Healthcare Distribution Ltd),Amoxicillin trihydrate/Potassium clavulanate,05010103
6,Exacerbations,Antibiotics,53996,05600020,Co-amoxiclav 500mg/125mg tablets (Aurobindo Pharma Ltd),Amoxicillin trihydrate/Potassium clavulanate,05010103
6,Exacerbations,Antibiotics,51637,05603020,Co-amoxiclav 400mg/57mg/5ml oral suspension sugar free (A A H Pharmaceuticals Ltd),Potassium clavulanate/Amoxicillin trihydrate,05010103
6,Exacerbations,Antibiotics,51194,05605020,Augmentin-Duo 400/57 oral suspension (Sigma Pharmaceuticals Plc),Potassium clavulanate/Amoxicillin trihydrate,05010103
6,Exacerbations,Antibiotics,56591,05607020,Augmentin-Duo 400/57 oral suspension (Lexon (UK) Ltd),Potassium clavulanate/Amoxicillin trihydrate,05010103
6,Exacerbations,Antibiotics,62597,05608020,Augmentin-Duo 400/57 oral suspension (Mawdsley-Brooks & Company Ltd),Potassium clavulanate/Amoxicillin trihydrate,05010103
6,Exacerbations,Antibiotics,51623,05609020,Co-amoxiclav 250mg/125mg tablets (Alliance Healthcare (Distribution) Ltd),Amoxicillin trihydrate/Potassium clavulanate,05010103
6,Exacerbations,Antibiotics,49048,05612020,Augmentin 375mg tablets (Waymade Healthcare Plc),Amoxicillin trihydrate/Potassium clavulanate,05010103
6,Exacerbations,Antibiotics,49374,05613020,Augmentin 375mg tablets (Mawdsley-Brooks & Company Ltd),Amoxicillin trihydrate/Potassium clavulanate,05010103
6,Exacerbations,Antibiotics,50446,05614020,Co-amoxiclav 250mg/125mg tablets (Phoenix Healthcare Distribution Ltd),Amoxicillin trihydrate/Potassium clavulanate,05010103
6,Exacerbations,Antibiotics,48683,05615020,Augmentin 375mg tablets (Lexon (UK) Ltd),Amoxicillin trihydrate/Potassium clavulanate,05010103
6,Exacerbations,Antibiotics,49063,05616020,Augmentin 375mg tablets (DE Pharmaceuticals),Amoxicillin trihydrate/Potassium clavulanate,05010103
6,Exacerbations,Antibiotics,64986,05617020,Co-amoxiclav 500mg/100mg powder for solution for injection vials (A A H Pharmaceuticals Ltd),Amoxicillin sodium/Potassium clavulanate,05010103
6,Exacerbations,Antibiotics,71819,05619020,Co-amoxiclav 250mg/62mg/5ml oral suspension sugar free (Alliance Healthcare (Distribution) Ltd),Potassium clavulanate/Amoxicillin trihydrate,05010103
6,Exacerbations,Antibiotics,60134,05620020,Co-amoxiclav 250mg/62mg/5ml oral suspension sugar free (Kent Pharmaceuticals Ltd),Potassium clavulanate/Amoxicillin trihydrate,05010103
6,Exacerbations,Antibiotics,59740,05622020,Co-amoxiclav 250mg/62mg/5ml oral suspension sugar free (Phoenix Healthcare Distribution Ltd),Potassium clavulanate/Amoxicillin trihydrate,05010103
6,Exacerbations,Antibiotics,52666,05623020,Augmentin 250/62 SF oral suspension (Sigma Pharmaceuticals Plc),Potassium clavulanate/Amoxicillin trihydrate,05010103
6,Exacerbations,Antibiotics,58520,05624020,Ampicillin 250mg capsules (Alliance Healthcare (Distribution) Ltd),Ampicillin,05010103
6,Exacerbations,Antibiotics,71001,05628020,Ampicillin 250mg capsules (Phoenix Healthcare Distribution Ltd),Ampicillin,05010103
6,Exacerbations,Antibiotics,71092,05635020,Ampicillin 125mg/5ml oral suspension (Phoenix Healthcare Distribution Ltd),Ampicillin,05010103
6,Exacerbations,Antibiotics,71420,05643020,Co-fluampicil 125mg/125mg/5ml oral suspension (Alliance Healthcare (Distribution) Ltd),Flucloxacillin magnesium/Ampicillin trihydrate,05010103
6,Exacerbations,Antibiotics,49724,05645020,Tazocin 4.5g powder for solution for infusion vials (Pfizer Ltd),Piperacillin sodium/Tazobactam sodium,05010104
6,Exacerbations,Antibiotics,72041,05654020,Piperacillin 2g / Tazobactam 250mg powder for solution for injection vials (A A H Pharmaceuticals Ltd),Piperacillin sodium/Tazobactam sodium,05010104
6,Exacerbations,Antibiotics,53078,05656020,Amoxicillin 125mg/5ml oral suspension sugar free (Alliance Healthcare (Distribution) Ltd),Amoxicillin trihydrate,05010103
6,Exacerbations,Antibiotics,69901,05657020,Amoxicillin 125mg/5ml oral suspension sugar free (Arrow Generics Ltd),Amoxicillin trihydrate,05010103
6,Exacerbations,Antibiotics,52122,05659020,Amoxicillin 125mg/5ml oral suspension sugar free (Bristol Laboratories Ltd),Amoxicillin trihydrate,05010103
6,Exacerbations,Antibiotics,52857,05660020,Amoxicillin 125mg/5ml oral suspension sugar free (Phoenix Healthcare Distribution Ltd),Amoxicillin trihydrate,05010103
6,Exacerbations,Antibiotics,61207,05661020,Amoxicillin 125mg/5ml oral suspension (Alliance Healthcare (Distribution) Ltd),Amoxicillin trihydrate,05010103
6,Exacerbations,Antibiotics,50002,05664020,Amoxicillin 125mg/5ml oral suspension (Bristol Laboratories Ltd),Amoxicillin trihydrate,05010103
6,Exacerbations,Antibiotics,52685,05665020,Amoxicillin 125mg/5ml oral suspension (Phoenix Healthcare Distribution Ltd),Amoxicillin trihydrate,05010103
6,Exacerbations,Antibiotics,62074,05666020,Amoxicillin 250mg/5ml oral suspension (Alliance Healthcare (Distribution) Ltd),Amoxicillin trihydrate,05010103
6,Exacerbations,Antibiotics,53924,05669020,Amoxicillin 250mg/5ml oral suspension (Sigma Pharmaceuticals Plc),Amoxicillin trihydrate,05010103
6,Exacerbations,Antibiotics,55018,05670020,Amoxicillin 250mg/5ml oral suspension (Bristol Laboratories Ltd),Amoxicillin trihydrate,05010103
6,Exacerbations,Antibiotics,51382,05671020,Amoxicillin 250mg/5ml oral suspension (Phoenix Healthcare Distribution Ltd),Amoxicillin trihydrate,05010103
6,Exacerbations,Antibiotics,57178,05674020,Amoxicillin 3g oral powder sachets sugar free (Mawdsley-Brooks & Company Ltd),Amoxicillin trihydrate,05010103
6,Exacerbations,Antibiotics,58205,05677020,Amoxicillin 500mg powder for solution for injection vials (A A H Pharmaceuticals Ltd),Amoxicillin sodium,05010103
6,Exacerbations,Antibiotics,68545,05678020,Amoxicillin 1g powder for solution for injection vials (A A H Pharmaceuticals Ltd),Amoxicillin sodium,05010103
6,Exacerbations,Antibiotics,54222,05679020,Amoxicillin 250mg/5ml oral suspension sugar free (Alliance Healthcare (Distribution) Ltd),Amoxicillin trihydrate,05010103
6,Exacerbations,Antibiotics,49065,05682020,Amoxicillin 250mg/5ml oral suspension sugar free (Bristol Laboratories Ltd),Amoxicillin trihydrate,05010103
6,Exacerbations,Antibiotics,58053,05683020,Amoxicillin 250mg/5ml oral suspension sugar free (Phoenix Healthcare Distribution Ltd),Amoxicillin trihydrate,05010103
6,Exacerbations,Antibiotics,49737,05782020,Doxycycline 100mg capsules (Alliance Healthcare (Distribution) Ltd),Doxycycline hyclate,05010300/05040100/13060201
6,Exacerbations,Antibiotics,62025,05785020,Doxycycline 100mg capsules (Chanelle Medical UK Ltd),Doxycycline hyclate,05010300/05040100/13060201
6,Exacerbations,Antibiotics,53310,05786020,Doxycycline 100mg capsules (Sigma Pharmaceuticals Plc),Doxycycline hyclate,05010300/05040100/13060201
6,Exacerbations,Antibiotics,58988,05787020,Doxycycline 100mg capsules (Phoenix Healthcare Distribution Ltd),Doxycycline hyclate,05010300/05040100/13060201
6,Exacerbations,Antibiotics,53973,05789020,Doxycycline 50mg capsules (Alliance Healthcare (Distribution) Ltd),Doxycycline hyclate,05010300/05040100/13060201
6,Exacerbations,Antibiotics,61355,05792020,Doxycycline 50mg capsules (Chanelle Medical UK Ltd),Doxycycline hyclate,05010300/05040100/13060201
6,Exacerbations,Antibiotics,65360,05793020,Doxycycline 50mg capsules (Phoenix Healthcare Distribution Ltd),Doxycycline hyclate,05010300/05040100/13060201
6,Exacerbations,Antibiotics,59542,05796020,Vibramycin-D 100mg dispersible tablets (Sigma Pharmaceuticals Plc),Doxycycline monohydrate,05010300/05040100/13060201
6,Exacerbations,Antibiotics,52967,05797020,Vibramycin-D 100mg dispersible tablets (Stephar (U.K.) Ltd),Doxycycline monohydrate,05010300/05040100/13060201
6,Exacerbations,Antibiotics,56198,05798020,Vibramycin-D 100mg dispersible tablets (Mawdsley-Brooks & Company Ltd),Doxycycline monohydrate,05010300/05040100/13060201
6,Exacerbations,Antibiotics,58824,05830020,Erythromycin 250mg gastro-resistant tablets (Kent Pharmaceuticals Ltd),Erythromycin,05010500/13060201
6,Exacerbations,Antibiotics,52906,05831020,Erythromycin 250mg gastro-resistant tablets (Alliance Healthcare (Distribution) Ltd),Erythromycin,05010500/13060201
6,Exacerbations,Antibiotics,52428,05834020,Erythromycin 250mg gastro-resistant tablets (Phoenix Healthcare Distribution Ltd),Erythromycin,05010500/13060201
6,Exacerbations,Antibiotics,52952,05835020,Erythromycin 250mg gastro-resistant tablets (Strides Shasun (UK) Ltd),Erythromycin,05010500/13060201
6,Exacerbations,Antibiotics,55483,05836020,Erythromycin 250mg gastro-resistant tablets (Milpharm Ltd),Erythromycin,05010500/13060201
6,Exacerbations,Antibiotics,56203,05839020,Erythroped A 500mg tablets (Sigma Pharmaceuticals Plc),Erythromycin ethyl succinate,05010500
6,Exacerbations,Antibiotics,54098,05840020,Erythroped A 500mg tablets (Lexon (UK) Ltd),Erythromycin ethyl succinate,05010500
6,Exacerbations,Antibiotics,65667,05841020,Erythroped A 500mg tablets (Mawdsley-Brooks & Company Ltd),Erythromycin ethyl succinate,05010500
6,Exacerbations,Antibiotics,71066,05842020,Erythromycin ethyl succinate 500mg tablets (Sigma Pharmaceuticals Plc),Erythromycin ethyl succinate,05010500
6,Exacerbations,Antibiotics,58760,05843020,Erythroped A 500mg tablets (Necessity Supplies Ltd),Erythromycin ethyl succinate,05010500
6,Exacerbations,Antibiotics,50205,05844020,Erythrolar 250mg tablets (Ennogen Pharma Ltd),Erythromycin stearate,05010500
6,Exacerbations,Antibiotics,71363,05845020,Erythrocin 500 tablets (Dowelhurst Ltd),Erythromycin stearate,05010500
6,Exacerbations,Antibiotics,18652,05846007,ERYCEN 250 MG SUS,,00000000
6,Exacerbations,Antibiotics,50693,05847020,Erythrocin 500 tablets (Sigma Pharmaceuticals Plc),Erythromycin stearate,05010500
6,Exacerbations,Antibiotics,50223,05848020,Erythrocin 500 tablets (Stephar (U.K.) Ltd),Erythromycin stearate,05010500
6,Exacerbations,Antibiotics,53449,05849020,Erythrocin 500 tablets (Lexon (UK) Ltd),Erythromycin stearate,05010500
6,Exacerbations,Antibiotics,51984,05850020,Erythrocin 500 tablets (Mawdsley-Brooks & Company Ltd),Erythromycin stearate,05010500
6,Exacerbations,Antibiotics,49301,05851020,Erythrolar 500mg tablets (Ennogen Pharma Ltd),Erythromycin stearate,05010500
6,Exacerbations,Antibiotics,53004,05852020,Erythrocin 500 tablets (Necessity Supplies Ltd),Erythromycin stearate,05010500
6,Exacerbations,Antibiotics,55589,05853020,Erythromycin ethyl succinate 125mg/5ml oral suspension sugar free (Alliance Healthcare (Distribution) Ltd),Erythromycin ethyl succinate,05010500
6,Exacerbations,Antibiotics,58841,05854020,Erythromycin ethyl succinate 125mg/5ml oral suspension sugar free (Kent Pharmaceuticals Ltd),Erythromycin ethyl succinate,05010500
6,Exacerbations,Antibiotics,64732,05855020,Erythromycin ethyl succinate 125mg/5ml oral suspension sugar free (Phoenix Healthcare Distribution Ltd),Erythromycin ethyl succinate,05010500
6,Exacerbations,Antibiotics,52860,05856020,Erythromycin ethyl succinate 250mg/5ml oral suspension sugar free (Alliance Healthcare (Distribution) Ltd),Erythromycin ethyl succinate,05010500
6,Exacerbations,Antibiotics,63458,05858020,Erythromycin ethyl succinate 250mg/5ml oral suspension sugar free (Phoenix Healthcare Distribution Ltd),Erythromycin ethyl succinate,05010500
6,Exacerbations,Antibiotics,60263,05860020,Erythromycin ethyl succinate 500mg/5ml oral suspension sugar free (Alliance Healthcare (Distribution) Ltd),Erythromycin ethyl succinate,05010500
6,Exacerbations,Antibiotics,50694,05862020,Erythromycin 250mg gastro-resistant capsules (Alliance Healthcare (Distribution) Ltd),Erythromycin,05010500/13060201
6,Exacerbations,Antibiotics,55133,05863020,Erythromycin 250mg gastro-resistant capsules (Kent Pharmaceuticals Ltd),Erythromycin,05010500/13060201
6,Exacerbations,Antibiotics,49952,05865020,Erythromycin 250mg gastro-resistant capsules (Phoenix Healthcare Distribution Ltd),Erythromycin,05010500/13060201
6,Exacerbations,Antibiotics,60308,05868020,Erythromycin ethyl succinate 125mg/5ml oral suspension (Alliance Healthcare (Distribution) Ltd),Erythromycin ethyl succinate,05010500
6,Exacerbations,Antibiotics,59126,05869020,Erythromycin ethyl succinate 125mg/5ml oral suspension (Kent Pharmaceuticals Ltd),Erythromycin ethyl succinate,05010500
6,Exacerbations,Antibiotics,49978,05870020,Erythromycin ethyl succinate 125mg/5ml oral suspension (Focus Pharmaceuticals Ltd),Erythromycin ethyl succinate,05010500
6,Exacerbations,Antibiotics,50948,05871020,Erythromycin ethyl succinate 125mg/5ml oral suspension (Phoenix Healthcare Distribution Ltd),Erythromycin ethyl succinate,05010500
6,Exacerbations,Antibiotics,70311,05872020,Erythromycin ethyl succinate 250mg/5ml oral suspension (Alliance Healthcare (Distribution) Ltd),Erythromycin ethyl succinate,05010500
6,Exacerbations,Antibiotics,51154,05881020,Clarithromycin 250mg tablets (Kent Pharmaceuticals Ltd),Clarithromycin,05010500
6,Exacerbations,Antibiotics,52158,05882020,Clarithromycin 250mg tablets (Alliance Healthcare (Distribution) Ltd),Clarithromycin,05010500
6,Exacerbations,Antibiotics,54897,05883020,Clarithromycin 250mg tablets (Tillomed Laboratories Ltd),Clarithromycin,05010500
6,Exacerbations,Antibiotics,52719,05884020,Clarithromycin 250mg tablets (Apotex UK Ltd),Clarithromycin,05010500
6,Exacerbations,Antibiotics,50946,05886020,Clarithromycin 250mg tablets (Sigma Pharmaceuticals Plc),Clarithromycin,05010500
6,Exacerbations,Antibiotics,54269,05887020,Clarithromycin 250mg tablets (Somex Pharma),Clarithromycin,05010500
6,Exacerbations,Antibiotics,53153,05888020,Clarithromycin 250mg tablets (Phoenix Healthcare Distribution Ltd),Clarithromycin,05010500
6,Exacerbations,Antibiotics,57660,05889020,Clarithromycin 250mg tablets (Almus Pharmaceuticals Ltd),Clarithromycin,05010500
6,Exacerbations,Antibiotics,52411,05890020,Klaricid 250mg tablets (Necessity Supplies Ltd),Clarithromycin,05010500
6,Exacerbations,Antibiotics,71154,05892020,Klaricid Paediatric 125mg/5ml oral suspension (Dowelhurst Ltd),Clarithromycin,05010500
6,Exacerbations,Antibiotics,61001,05893020,Clarithromycin 125mg/5ml oral suspension (Kent Pharmaceuticals Ltd),Clarithromycin,05010500
6,Exacerbations,Antibiotics,54903,05894020,Clarithromycin 125mg/5ml oral suspension (Alliance Healthcare (Distribution) Ltd),Clarithromycin,05010500
6,Exacerbations,Antibiotics,61830,05896020,Clarithromycin 125mg/5ml oral suspension (Sigma Pharmaceuticals Plc),Clarithromycin,05010500
6,Exacerbations,Antibiotics,51831,05897020,Clarithromycin 125mg/5ml oral suspension (Phoenix Healthcare Distribution Ltd),Clarithromycin,05010500
6,Exacerbations,Antibiotics,66092,05898020,Clarithromycin 500mg powder for solution for infusion vials (A A H Pharmaceuticals Ltd),Clarithromycin,05010500
6,Exacerbations,Antibiotics,54953,05899020,Clarithromycin 500mg powder for concentrate for solution for infusion vials (Martindale Pharmaceuticals Ltd),Clarithromycin,05010500
6,Exacerbations,Antibiotics,53398,05900020,Clarithromycin 500mg powder for concentrate for solution for infusion vials (Mercury Pharma Group Ltd),Clarithromycin,05010500
6,Exacerbations,Antibiotics,53703,05904020,Clarithromycin 500mg tablets (Kent Pharmaceuticals Ltd),Clarithromycin,05010500
6,Exacerbations,Antibiotics,49939,05905020,Clarithromycin 500mg tablets (Alliance Healthcare (Distribution) Ltd),Clarithromycin,05010500
6,Exacerbations,Antibiotics,53875,05906020,Clarithromycin 500mg tablets (Tillomed Laboratories Ltd),Clarithromycin,05010500
6,Exacerbations,Antibiotics,65259,05908020,Klaricid 500 tablets (Sigma Pharmaceuticals Plc),Clarithromycin,05010500
6,Exacerbations,Antibiotics,53109,05910020,Clarithromycin 500mg tablets (Somex Pharma),Clarithromycin,05010500
6,Exacerbations,Antibiotics,58902,05911020,Clarithromycin 500mg tablets (Phoenix Healthcare Distribution Ltd),Clarithromycin,05010500
