Category,Medcode,Read code,Read V2 5B code,Read term
Depression,28863,Eu32314,Eu323,[X]Single episode of reactive depressive psychosis
Depression,10667,Eu32400,Eu324,[X]Mild depression
Depression,98346,Eu32500,Eu325,"[X]Major depression, mild"
Depression,98252,Eu32600,Eu326,"[X]Major depression, moderately severe"
Depression,98414,Eu32700,Eu327,"[X]Major depression, severe without psychotic symptoms"
Depression,98417,Eu32800,Eu328,"[X]Major depression, severe with psychotic symptoms"
Depression,6854,Eu32y00,Eu32y,[X]Other depressive episodes
Depression,10720,Eu32y11,Eu32y,[X]Atypical depression
Depression,56609,Eu32y12,Eu32y,[X]Single episode of masked depression NOS
Depression,2970,Eu32z00,Eu32z,"[X]Depressive episode, unspecified"
Depression,543,Eu32z11,Eu32z,[X]Depression NOS
Depression,3291,Eu32z12,Eu32z,[X]Depressive disorder NOS
Depression,28248,Eu32z13,Eu32z,[X]Prolonged single episode of reactive depression
Depression,5987,Eu32z14,Eu32z,[X] Reactive depression NOS
Depression,3292,Eu33.00,Eu33.,[X]Recurrent depressive disorder
Depression,8851,Eu33.11,Eu33.,[X]Recurrent episodes of depressive reaction
Depression,19696,Eu33.12,Eu33.,[X]Recurrent episodes of psychogenic depression
Depression,8902,Eu33.13,Eu33.,[X]Recurrent episodes of reactive depression
Depression,28756,Eu33.14,Eu33.,[X]Seasonal depressive disorder
Depression,8826,Eu33.15,Eu33.,[X]SAD - Seasonal affective disorder
Depression,29784,Eu33000,Eu330,"[X]Recurrent depressive disorder, current episode mild"
Depression,29520,Eu33100,Eu331,"[X]Recurrent depressive disorder, current episode moderate"
Depression,33469,Eu33200,Eu332,[X]Recurr depress disorder cur epi severe without psyc sympt
Depression,11329,Eu33211,Eu332,[X]Endogenous depression without psychotic symptoms
Depression,11252,Eu33212,Eu332,"[X]Major depression, recurrent without psychotic symptoms"
Depression,29451,Eu33213,Eu332,"[X]Manic-depress psychosis,depressd,no psychotic symptoms"
Depression,73991,Eu33214,Eu332,"[X]Vital depression, recurrent without psychotic symptoms"
Depression,47009,Eu33300,Eu333,[X]Recurrent depress disorder cur epi severe with psyc symp
Depression,23731,Eu33311,Eu333,[X]Endogenous depression with psychotic symptoms
Depression,28677,Eu33312,Eu333,"[X]Manic-depress psychosis,depressed type+psychotic symptoms"
Depression,32941,Eu33313,Eu333,[X]Recurr severe episodes/major depression+psychotic symptom
Depression,31757,Eu33314,Eu333,[X]Recurr severe episodes/psychogenic depressive psychosis
Depression,16861,Eu33315,Eu333,[X]Recurrent severe episodes of psychotic depression
Depression,37764,Eu33316,Eu333,[X]Recurrent severe episodes/reactive depressive psychosis
Depression,47731,Eu33y00,Eu33y,[X]Other recurrent depressive disorders
Depression,44300,Eu33z00,Eu33z,"[X]Recurrent depressive disorder, unspecified"
Depression,36616,Eu33z11,Eu33z,[X]Monopolar depression NOS
Depression,7953,Eu34100,Eu341,[X]Dysthymia
Depression,8584,Eu34111,Eu341,[X]Depressive neurosis
Depression,10290,Eu34112,Eu341,[X]Depressive personality disorder
Depression,7737,Eu34113,Eu341,[X]Neurotic depression
Depression,15220,Eu34114,Eu341,[X]Persistant anxiety depression
Depression,11913,Eu41200,Eu412,[X]Mixed anxiety and depressive disorder
Depression,7749,Eu41211,Eu412,[X]Mild anxiety depression
Depression resolved,19439,212S.00,212S.,Depression resolved
