Audit query,Category,Medication,Prodcode,Gemscript code,Product Name,Drug Substance,BNF Code
12,Inhaled therapy,ICS,71109,02906020,Flixotide 250micrograms/dose Accuhaler (DE Pharmaceuticals),Fluticasone propionate,03020000
12,Inhaled therapy,ICS,57525,02909020,Flixotide 250micrograms/dose Accuhaler (Stephar (U.K.) Ltd),Fluticasone propionate,03020000
12,Inhaled therapy,ICS,72292,02910020,Flixotide 250micrograms/dose Accuhaler (Mawdsley-Brooks & Company Ltd),Fluticasone propionate,03020000
12,Inhaled therapy,ICS,71380,02911020,Flixotide 250micrograms/dose Accuhaler (Necessity Supplies Ltd),Fluticasone propionate,03020000
12,Inhaled therapy,ICS,56499,02912020,Flixotide 500micrograms/dose Accuhaler (Waymade Healthcare Plc),Fluticasone propionate,03020000
12,Inhaled therapy,ICS,71366,02914020,Flixotide 500micrograms/dose Accuhaler (DE Pharmaceuticals),Fluticasone propionate,03020000
12,Inhaled therapy,ICS,67319,02919020,Flixotide 0.5mg/2ml Nebules (Waymade Healthcare Plc),Fluticasone propionate,03020000
12,Inhaled therapy,ICS,57555,02930020,Flixotide 125micrograms/dose Evohaler (Dowelhurst Ltd),Fluticasone propionate,03020000
12,Inhaled therapy,ICS,56474,02932020,Flixotide 125micrograms/dose Evohaler (DE Pharmaceuticals),Fluticasone propionate,03020000
12,Inhaled therapy,ICS,67237,02934020,Flixotide 125micrograms/dose Evohaler (Lexon (UK) Ltd),Fluticasone propionate,03020000
12,Inhaled therapy,ICS,51815,02938020,Flixotide 250micrograms/dose Evohaler (Waymade Healthcare Plc),Fluticasone propionate,03020000
12,Inhaled therapy,ICS,49772,02943020,Fluticasone 250micrograms/dose Evohaler (Sigma Pharmaceuticals Plc),Fluticasone propionate,03020000
12,Inhaled therapy,ICS,53057,02951020,Flixotide 50micrograms/dose Evohaler (Lexon (UK) Ltd),Fluticasone propionate,03020000
12,Inhaled therapy,ICS,3988,03114007,FLIXOTIDE DISKHALER-COMMUNITY PACK 100 MCG,,00000000
12,Inhaled therapy,ICS,3753,03115007,FLIXOTIDE DISKHALER-COMMUNITY PACK 250 MCG,,00000000
12,Inhaled therapy,ICS,8450,03958007,FLIXOTIDE DISKHALER-COMMUNITY PACK 50 MCG,,00000000
12,Inhaled therapy,ICS,3442,04471007,PULMICORT COMPLETE 200 MCG INH,,00000000
12,Inhaled therapy,ICS,8251,04472007,PULMICORT REFIL 50 MG INH,,00000000
12,Inhaled therapy,ICS,3188,04473007,PULMICORT COMPLETE 50 MCG INH,,00000000
12,Inhaled therapy,ICS,2124,05675007,PULMICORT REFIL 200 MCG INH,,00000000
12,Inhaled therapy,ICS,4306,06378007,BECLOMETHASONE DIPROPRIONATE CART 100 MCG,,00000000
12,Inhaled therapy,ICS,7576,06379007,BECLOMETHASONE DIPROPRIONATE CART 200 MCG,,00000000
12,Inhaled therapy,ICS,51415,10720020,Qvar 50 inhaler (Mawdsley-Brooks & Company Ltd),Beclometasone dipropionate,03020000
12,Inhaled therapy,ICS,54207,10721020,Qvar 50 inhaler (DE Pharmaceuticals),Beclometasone dipropionate,03020000
12,Inhaled therapy,ICS,56493,10722020,Qvar 50micrograms/dose Easi-Breathe inhaler (Sigma Pharmaceuticals Plc),Beclometasone dipropionate,03020000
12,Inhaled therapy,ICS,50287,10725020,Qvar 100 inhaler (DE Pharmaceuticals),Beclometasone dipropionate,03020000
12,Inhaled therapy,ICS,51681,10726020,Qvar 100 inhaler (Sigma Pharmaceuticals Plc),Beclometasone dipropionate,03020000
12,Inhaled therapy,ICS,51234,10727020,Qvar 100 inhaler (Waymade Healthcare Plc),Beclometasone dipropionate,03020000
12,Inhaled therapy,ICS,71337,10728020,Qvar 100 inhaler (Mawdsley-Brooks & Company Ltd),Beclometasone dipropionate,03020000
12,Inhaled therapy,ICS,54399,10729020,Qvar 100 Autohaler (Sigma Pharmaceuticals Plc),Beclometasone dipropionate,03020000
12,Inhaled therapy,ICS,52806,10732020,Qvar 100 Autohaler (Lexon (UK) Ltd),Beclometasone dipropionate,03020000
12,Inhaled therapy,ICS,48709,10734020,Qvar 100micrograms/dose Easi-Breathe inhaler (Sigma Pharmaceuticals Plc),Beclometasone dipropionate,03020000
12,Inhaled therapy,ICS,53480,10735020,Qvar 100 Autohaler (Stephar (U.K.) Ltd),Beclometasone dipropionate,03020000
12,Inhaled therapy,ICS,51480,10736020,Qvar 100 Autohaler (DE Pharmaceuticals),Beclometasone dipropionate,03020000
12,Inhaled therapy,ICS,50129,10737020,Qvar 100micrograms/dose Easi-Breathe inhaler (DE Pharmaceuticals),Beclometasone dipropionate,03020000
12,Inhaled therapy,ICS,50701,12554020,Becotide Rotahaler (GlaxoSmithKline UK Ltd),,00000000
12,Inhaled therapy,ICS,50037,13400020,Pulmicort 0.5mg Respules (Waymade Healthcare Plc),Budesonide,03020000
12,Inhaled therapy,ICS,52732,13412020,Pulmicort 0.5mg Respules (Necessity Supplies Ltd),Budesonide,03020000
12,Inhaled therapy,ICS,61975,13413020,Budesonide 500micrograms/2ml nebuliser liquid unit dose vials (Almus Pharmaceuticals Ltd),Budesonide,03020000
12,Inhaled therapy,ICS,67261,13422020,Pulmicort 1mg Respules (Sigma Pharmaceuticals Plc),Budesonide,03020000
12,Inhaled therapy,ICS,61664,26859021,Clenil Modulite 250micrograms/dose inhaler (Waymade Healthcare Plc),Beclometasone dipropionate,03020000
12,Inhaled therapy,ICS,62518,27040021,Beclometasone 100micrograms/dose inhaler CFC free (Ennogen Healthcare Ltd),Beclometasone dipropionate,03020000
12,Inhaled therapy,ICS,49367,38602020,Clenil Modulite 50micrograms/dose inhaler (Mawdsley-Brooks & Company Ltd),Beclometasone dipropionate,03020000
12,Inhaled therapy,ICS,48340,38603020,Clenil Modulite 100micrograms/dose inhaler (Mawdsley-Brooks & Company Ltd),Beclometasone dipropionate,03020000
12,Inhaled therapy,ICS,49412,38762020,Clenil Modulite 200micrograms/dose inhaler (Mawdsley-Brooks & Company Ltd),Beclometasone dipropionate,03020000
12,Inhaled therapy,ICS,71356,38763020,Clenil Modulite 250micrograms/dose inhaler (Mawdsley-Brooks & Company Ltd),Beclometasone dipropionate,03020000
12,Inhaled therapy,ICS,3743,48110020,Filair 50 inhaler (Meda Pharmaceuticals Ltd),Beclometasone dipropionate,03020000
12,Inhaled therapy,ICS,3927,48111020,Filair 100 inhaler (Meda Pharmaceuticals Ltd),Beclometasone dipropionate,03020000
12,Inhaled therapy,ICS,1236,48309020,Becloforte 250micrograms/dose inhaler (GlaxoSmithKline UK Ltd),Beclometasone dipropionate,03020000
12,Inhaled therapy,ICS,8111,48310020,Becloforte vm 250microgram/actuation VM pack (Allen & Hanburys Ltd),Beclometasone dipropionate,03020000
12,Inhaled therapy,ICS,1406,48324020,Becotide 50 inhaler (GlaxoSmithKline UK Ltd),Beclometasone dipropionate,03020000
12,Inhaled therapy,ICS,3065,48413020,Bextasol Inhalation powder (Allen & Hanburys Ltd),Betamethasone Valerate,03020000
12,Inhaled therapy,ICS,2092,52569020,Budesonide 200micrograms/dose dry powder inhaler,Budesonide,03020000
12,Inhaled therapy,ICS,1642,52570020,Budesonide 400micrograms/dose dry powder inhaler,Budesonide,03020000
12,Inhaled therapy,ICS,7788,52571020,Budesonide 100micrograms/dose dry powder inhaler,Budesonide,03020000
12,Inhaled therapy,ICS,454,53685020,Pulmicort 200microgram Inhaler (AstraZeneca UK Ltd),Budesonide,03020000
12,Inhaled therapy,ICS,2125,53686020,Pulmicort 200microgram Refill canister (AstraZeneca UK Ltd),Budesonide,03020000
12,Inhaled therapy,ICS,1680,53690020,Pulmicort LS 50micrograms/dose inhaler (AstraZeneca UK Ltd),Budesonide,03020000
12,Inhaled therapy,ICS,4545,53691020,Pulmicort LS 50microgram Refill canister (AstraZeneca UK Ltd),Budesonide,03020000
12,Inhaled therapy,ICS,3947,53710020,Becotide 100microgram Rotacaps (GlaxoSmithKline UK Ltd),Beclometasone dipropionate,03020000
12,Inhaled therapy,ICS,1537,53711020,Becotide 200microgram Rotacaps (GlaxoSmithKline UK Ltd),Beclometasone dipropionate,03020000
12,Inhaled therapy,ICS,3075,53712020,Becotide 400microgram Rotacaps (GlaxoSmithKline UK Ltd),Beclometasone dipropionate,03020000
12,Inhaled therapy,ICS,1269,53718020,Becotide 50microgram/ml Nebuliser liquid (Allen & Hanburys Ltd),Beclometasone Dipropionate,03020000
12,Inhaled therapy,ICS,1801,53748020,Ventide inhaler (GlaxoSmithKline UK Ltd),Salbutamol/Beclometasone dipropionate,00000000
12,Inhaled therapy,ICS,2159,54705020,AeroBec 50 Autohaler (Meda Pharmaceuticals Ltd),Beclometasone dipropionate,03020000
12,Inhaled therapy,ICS,4499,54706020,Aerobec 250microgram/actuation Pressurised inhalation (Meda Pharmaceuticals Ltd),Beclometasone dipropionate,03020000
12,Inhaled therapy,ICS,1861,54707020,AeroBec 100 Autohaler (Meda Pharmaceuticals Ltd),Beclometasone dipropionate,03020000
12,Inhaled therapy,ICS,3993,54871020,Filair Forte 250micrograms/dose inhaler (Meda Pharmaceuticals Ltd),Beclometasone dipropionate,03020000
12,Inhaled therapy,ICS,2992,56475020,Beclazone 50 inhaler (Teva UK Ltd),Beclometasone dipropionate,03020000
12,Inhaled therapy,ICS,1100,56476020,Beclazone 100 inhaler (Teva UK Ltd),Beclometasone dipropionate,03020000
12,Inhaled therapy,ICS,1551,56477020,Beclazone 250 inhaler (Teva UK Ltd),Beclometasone dipropionate,03020000
12,Inhaled therapy,ICS,99,57212020,Becotide 100 inhaler (GlaxoSmithKline UK Ltd),Beclometasone dipropionate,03020000
12,Inhaled therapy,ICS,11478,57281020,Fluticasone 2mg/2ml nebuliser liquid unit dose vials,Fluticasone propionate,03020000
12,Inhaled therapy,ICS,17465,57282020,Fluticasone 500micrograms/2ml nebuliser liquid unit dose vials,Fluticasone propionate,03020000
12,Inhaled therapy,ICS,16305,57311020,Flixotide 2mg/2ml Nebules (GlaxoSmithKline UK Ltd),Fluticasone propionate,03020000
12,Inhaled therapy,ICS,5551,57312020,Flixotide 0.5mg/2ml Nebules (GlaxoSmithKline UK Ltd),Fluticasone propionate,03020000
12,Inhaled therapy,ICS,3437,57375020,Becotide rotahaler type 4 insufflator Inhalation powder (Allen and Hanburys Ltd),,03010502
12,Inhaled therapy,ICS,3363,57934020,Becloforte 400microgram disks with Diskhaler (GlaxoSmithKline UK Ltd),Beclometasone dipropionate,03020000
12,Inhaled therapy,ICS,2892,57935020,Becloforte 400microgram disks (GlaxoSmithKline UK Ltd),Beclometasone dipropionate,03020000
12,Inhaled therapy,ICS,29325,58817020,Beclometasone 250micrograms/dose inhaler (Mylan),Beclometasone dipropionate,03020000
12,Inhaled therapy,ICS,31774,58818020,Beclometasone 50micrograms/dose inhaler (Mylan),Beclometasone dipropionate,03020000
12,Inhaled therapy,ICS,21482,58819020,Beclometasone 100micrograms/dose inhaler (Mylan),Beclometasone dipropionate,03020000
12,Inhaled therapy,ICS,32874,59872020,Beclometasone 50microgram/actuation Inhalation powder (Actavis UK Ltd),Beclometasone dipropionate,03020000
12,Inhaled therapy,ICS,28640,59873020,Beclometasone 100microgram/actuation Inhalation powder (Actavis UK Ltd),Beclometasone dipropionate,03020000
12,Inhaled therapy,ICS,34315,59874020,Beclometasone 250microgram/actuation Inhalation powder (Actavis UK Ltd),Beclometasone dipropionate,03020000
12,Inhaled therapy,ICS,34919,60176020,Beclometasone 50micrograms/dose inhaler (A A H Pharmaceuticals Ltd),Beclometasone dipropionate,03020000
12,Inhaled therapy,ICS,25204,60177020,Beclometasone 100micrograms/dose inhaler (A A H Pharmaceuticals Ltd),Beclometasone dipropionate,03020000
12,Inhaled therapy,ICS,33258,60178020,Beclometasone 250micrograms/dose inhaler (A A H Pharmaceuticals Ltd),Beclometasone dipropionate,03020000
12,Inhaled therapy,ICS,71467,60958021,Beclometasone 50micrograms/dose inhaler CFC free (J M McGill Ltd),Beclometasone dipropionate,03020000
12,Inhaled therapy,ICS,30238,61523020,Beclometasone 50microgram/actuation Pressurised inhalation (Approved Prescription Services Ltd),Beclometasone dipropionate,03020000
12,Inhaled therapy,ICS,27679,61524020,Beclometasone 100microgram/actuation Pressurised inhalation (Approved Prescription Services Ltd),Beclometasone dipropionate,03020000
12,Inhaled therapy,ICS,28073,61525020,Beclometasone 250microgram/actuation Pressurised inhalation (Approved Prescription Services Ltd),Beclometasone dipropionate,03020000
12,Inhaled therapy,ICS,34428,63531020,Beclometasone 50microgram/actuation Inhalation powder (Neo Laboratories Ltd),Beclometasone dipropionate,03020000
12,Inhaled therapy,ICS,33849,63536020,Beclometasone 100microgram/actuation Inhalation powder (Neo Laboratories Ltd),Beclometasone dipropionate,03020000
12,Inhaled therapy,ICS,34859,63539020,Beclometasone 250microgram/actuation Inhalation powder (Neo Laboratories Ltd),Beclometasone dipropionate,03020000
12,Inhaled therapy,ICS,46157,63918020,Beclometasone 200 Cyclocaps (Teva UK Ltd),Beclometasone dipropionate,03020000
12,Inhaled therapy,ICS,41269,63923020,Beclometasone 400 Cyclocaps (Teva UK Ltd),Beclometasone dipropionate,03020000
12,Inhaled therapy,ICS,3556,64090020,Beclometasone 50micrograms with salbutamol 100micrograms/inhalation inhaler,Beclometasone Dipropionate/Salbutamol,03010101/03020000
12,Inhaled therapy,ICS,19376,64091020,Beclometasone 200micrograms with Salbutamol 400micrograms inhalation capsules,Beclometasone Dipropionate/Salbutamol,03010101/03020000
12,Inhaled therapy,ICS,19121,64092020,Beclometasone 100micrograms with Salbutamol 200micrograms inhalation capsules,Beclometasone Dipropionate/Salbutamol,03010101/03020000
12,Inhaled therapy,ICS,7724,64163020,Betamethasone valerate 100micrograms/actuation inhaler,Betamethasone Valerate,03020000
12,Inhaled therapy,ICS,909,64256020,Budesonide 200micrograms/dose inhaler,Budesonide,00000000
12,Inhaled therapy,ICS,959,64257020,Budesonide 50micrograms/dose inhaler,Budesonide,00000000
12,Inhaled therapy,ICS,8433,64258020,Budesonide 100micrograms/actuation inhaler,Budesonide,03020000
12,Inhaled therapy,ICS,34794,65723020,Beclometasone 200micrograms/dose inhaler (A A H Pharmaceuticals Ltd),Beclometasone dipropionate,03020000
12,Inhaled therapy,ICS,4801,65880020,Budesonide 500micrograms/2ml nebuliser liquid unit dose vials,Budesonide,03020000
12,Inhaled therapy,ICS,4942,65881020,Budesonide 1mg/2ml nebuliser liquid unit dose vials,Budesonide,03020000
12,Inhaled therapy,ICS,1959,65884020,Pulmicort 0.5mg Respules (AstraZeneca UK Ltd),Budesonide,03020000
12,Inhaled therapy,ICS,1956,65885020,Pulmicort 1mg Respules (AstraZeneca UK Ltd),Budesonide,03020000
12,Inhaled therapy,ICS,34739,67073020,Beclometasone 50micrograms/dose inhaler (Teva UK Ltd),Beclometasone dipropionate,03020000
12,Inhaled therapy,ICS,26063,67076020,Beclometasone 100micrograms/dose inhaler (Teva UK Ltd),Beclometasone dipropionate,03020000
12,Inhaled therapy,ICS,30210,67080020,Beclometasone 250micrograms/dose inhaler (Teva UK Ltd),Beclometasone dipropionate,03020000
12,Inhaled therapy,ICS,1258,67266020,Becotide 200 inhaler (GlaxoSmithKline UK Ltd),Beclometasone dipropionate,03020000
12,Inhaled therapy,ICS,11307,67874020,Salbutamol 100micrograms/dose / Beclometasone 50micrograms/dose inhaler,Salbutamol/Beclometasone dipropionate,00000000
12,Inhaled therapy,ICS,14561,67875020,Salbutamol 400microgram / Beclometasone 200microgram inhalation powder capsules,Beclometasone dipropionate/Salbutamol sulfate,00000000
12,Inhaled therapy,ICS,18456,67876020,Salbutamol 200microgram / Beclometasone 100microgram inhalation powder capsules,Beclometasone dipropionate/Salbutamol sulfate,00000000
12,Inhaled therapy,ICS,16625,68202020,Ventide Rotacaps (GlaxoSmithKline UK Ltd),Beclometasone dipropionate/Salbutamol sulfate,00000000
12,Inhaled therapy,ICS,18484,68203020,Ventide Paediatric Rotacaps (GlaxoSmithKline UK Ltd),Beclometasone dipropionate/Salbutamol sulfate,00000000
12,Inhaled therapy,ICS,2229,68209020,Becodisks 100microgram Disc (Allen & Hanburys Ltd),Beclometasone Dipropionate,03020000
12,Inhaled therapy,ICS,883,68210020,Becodisks 200microgram Disc (Allen & Hanburys Ltd),Beclometasone Dipropionate,03020000
12,Inhaled therapy,ICS,1951,68211020,Becodisks 400microgram Disc (Allen & Hanburys Ltd),Beclometasone Dipropionate,03020000
12,Inhaled therapy,ICS,1242,69244020,Beclometasone 250micrograms/dose inhaler,Beclometasone dipropionate,03020000
12,Inhaled therapy,ICS,3018,69245020,Beclometasone 50micrograms/dose inhaler,Beclometasone dipropionate,03020000
12,Inhaled therapy,ICS,38,69246020,Beclometasone 100micrograms/dose inhaler,Beclometasone dipropionate,03020000
12,Inhaled therapy,ICS,4759,69249020,Beclometasone 100microgram inhalation powder capsules,Beclometasone dipropionate,03020000
12,Inhaled therapy,ICS,9233,69250020,Beclometasone 200microgram inhalation powder capsules,Beclometasone dipropionate,03020000
12,Inhaled therapy,ICS,7653,69251020,Beclometasone 400microgram inhalation powder capsules,Beclometasone dipropionate,03020000
12,Inhaled therapy,ICS,7964,69254020,Beclometasone 50micrograms/ml nebuliser suspension,Beclometasone Dipropionate,03020000
12,Inhaled therapy,ICS,1259,69255020,Beclometasone 200micrograms/dose inhaler,Beclometasone dipropionate,03020000
12,Inhaled therapy,ICS,41412,69256020,Beclometasone 400micrograms/actuation inhaler,Beclometasone Dipropionate,03020000
12,Inhaled therapy,ICS,4365,69622020,Beclometasone 100micrograms disc,Beclometasone Dipropionate,03020000
12,Inhaled therapy,ICS,2893,69623020,Beclometasone 200micrograms disc,Beclometasone Dipropionate,03020000
12,Inhaled therapy,ICS,2148,69624020,Beclometasone 400microgram disc,Beclometasone Dipropionate,03020000
12,Inhaled therapy,ICS,13781,70345020,Ventide Rotahaler (GlaxoSmithKline UK Ltd),,00000000
12,Inhaled therapy,ICS,9356,70352020,Becotide rotahaler insufflator Inhalation powder (Allen and Hanburys Ltd),,03010502
12,Inhaled therapy,ICS,65448,72752020,Budesonide 1mg/2ml nebuliser liquid unit dose vials (A A H Pharmaceuticals Ltd),Budesonide,03020000
12,Inhaled therapy,ICS,956,73578020,Pulmicort 200 Turbohaler (AstraZeneca UK Ltd),Budesonide,03020000
12,Inhaled therapy,ICS,908,73579020,Pulmicort 400 Turbohaler (AstraZeneca UK Ltd),Budesonide,03020000
12,Inhaled therapy,ICS,960,73580020,Pulmicort 100 Turbohaler (AstraZeneca UK Ltd),Budesonide,03020000
12,Inhaled therapy,ICS,14700,73583020,Budesonide 400micrograms/actuation inhaler,Budesonide,03020000
12,Inhaled therapy,ICS,3570,73584020,Budesonide 200micrograms/actuation refill canister,Budesonide,03020000
12,Inhaled therapy,ICS,947,73585020,Budesonide 50micrograms/actuation refill canister,Budesonide,03020000
12,Inhaled therapy,ICS,2160,74421020,Beclometasone 50micrograms/dose breath actuated inhaler,Beclometasone dipropionate,03020000
12,Inhaled therapy,ICS,1734,74422020,Beclometasone 100micrograms/dose breath actuated inhaler,Beclometasone dipropionate,03020000
12,Inhaled therapy,ICS,2600,74423020,Beclometasone 250micrograms/dose breath actuated inhaler,Beclometasone dipropionate,03020000
12,Inhaled therapy,ICS,8635,74453020,Flixotide 50microgram Disc (Allen & Hanburys Ltd),Fluticasone Propionate,03020000
12,Inhaled therapy,ICS,3989,74454020,Flixotide 100microgram Disc (Allen & Hanburys Ltd),Fluticasone Propionate,03020000
12,Inhaled therapy,ICS,1424,74455020,Flixotide 250microgram Disc (Allen & Hanburys Ltd),Fluticasone Propionate,03020000
12,Inhaled therapy,ICS,7602,74458020,Fluticasone 50microgram Disc,Fluticasone Propionate,03020000
12,Inhaled therapy,ICS,4131,74459020,Fluticasone 100microgram Disc,Fluticasone Propionate,03020000
12,Inhaled therapy,ICS,7638,74460020,Fluticasone 250microgram Disc,Fluticasone Propionate,03020000
12,Inhaled therapy,ICS,3289,74985020,Flixotide 25micrograms/dose inhaler (GlaxoSmithKline UK Ltd),Fluticasone propionate,03020000
12,Inhaled therapy,ICS,1518,74986020,Flixotide 50microgram/actuation Inhalation powder (Allen & Hanburys Ltd),Fluticasone Propionate,03020000
12,Inhaled therapy,ICS,1676,74987020,Flixotide 125microgram/actuation Inhalation powder (Allen & Hanburys Ltd),Fluticasone Propionate,03020000
12,Inhaled therapy,ICS,2723,74990020,Fluticasone 25micrograms/dose inhaler,Fluticasone propionate,03020000
12,Inhaled therapy,ICS,4688,74991020,Fluticasone 50microgram/actuation Pressurised inhalation,Fluticasone Propionate,03020000
12,Inhaled therapy,ICS,4132,74992020,Fluticasone 125microgram/actuation Pressurised inhalation,Fluticasone Propionate,03020000
12,Inhaled therapy,ICS,2951,75179020,Fluticasone 250microgram/actuation Pressurised inhalation,Fluticasone Propionate,03020000
12,Inhaled therapy,ICS,9164,75180020,Fluticasone propionate 50micrograms/dose dry powder inhaler,Fluticasone propionate,03020000
12,Inhaled therapy,ICS,5885,75181020,Fluticasone propionate 100micrograms/dose dry powder inhaler,Fluticasone propionate,03020000
12,Inhaled therapy,ICS,7891,75184020,Fluticasone 500microgram Disc,Fluticasone Propionate,03020000
12,Inhaled therapy,ICS,1426,75187020,Flixotide 500microgram Disc (Allen & Hanburys Ltd),Fluticasone Propionate,03020000
12,Inhaled therapy,ICS,1412,75190020,Flixotide 250microgram/actuation Inhalation powder (Allen & Hanburys Ltd),Fluticasone Propionate,03020000
12,Inhaled therapy,ICS,5580,75191020,Flixotide accuhaler 50 50microgram/inhalation Inhalation powder (Allen & Hanburys Ltd),Fluticasone propionate,03020000
12,Inhaled therapy,ICS,4926,75192020,Flixotide accuhaler 100 100microgram/inhalation Inhalation powder (Allen & Hanburys Ltd),Fluticasone propionate,03020000
12,Inhaled therapy,ICS,70015,75209020,Beclometasone 100micrograms/dose inhaler (Almus Pharmaceuticals Ltd),Beclometasone dipropionate,03020000
12,Inhaled therapy,ICS,63585,75217020,Beclometasone 50micrograms/dose inhaler (Almus Pharmaceuticals Ltd),Beclometasone dipropionate,03020000
12,Inhaled therapy,ICS,5975,76450020,Fluticasone 125micrograms/dose inhaler CFC free,Fluticasone propionate,03020000
12,Inhaled therapy,ICS,5822,76451020,Fluticasone 250micrograms/dose inhaler CFC free,Fluticasone propionate,03020000
12,Inhaled therapy,ICS,5223,76452020,Fluticasone 50micrograms/dose inhaler CFC free,Fluticasone propionate,03020000
12,Inhaled therapy,ICS,5804,76999020,Beclometasone 250micrograms/dose dry powder inhaler,Beclometasone dipropionate,03020000
12,Inhaled therapy,ICS,5521,77000020,Beclometasone 200micrograms/dose dry powder inhaler,Beclometasone dipropionate,03020000
12,Inhaled therapy,ICS,11497,77001020,Beclometasone 400micrograms/dose dry powder inhaler,Beclometasone dipropionate,03020000
