Category,BNF Chapter,Prodcode,dm+d code,Product Name,Drug Substance
Inhalers - SABA,bronchodilators,7935,,maxivent 100microgram/inhalation inhalation powder (ashbourne pharmaceuticals ltd),salbutamol
Inhalers - SABA,bronchodilators,9651,,asmasal 100microgram/inhalation spacehaler (celltech pharma europe ltd),salbutamol
Inhalers - SABA,bronchodilators,13996,,salamol 100microgram/inhalation inhalation powder (sandoz ltd),salbutamol sulfate
Inhalers - SABA,bronchodilators,14525,,salbutamol 100micrograms/inhalation vortex inhaler,salbutamol
Inhalers - SABA,bronchodilators,21859,,asmaven 100microgram inhalation powder (berk pharmaceuticals ltd),salbutamol
Inhalers - SABA,bronchodilators,22430,,spacehaler salbutamol 100microgram/inhalation spacehaler (celltech pharma europe ltd),salbutamol
Inhalers - SABA,bronchodilators,28508,,salbutamol 100microgram/inhalation inhalation powder (ivax pharmaceuticals uk ltd),salbutamol
Inhalers - SABA,bronchodilators,30204,,salbutamol 200micrograms inahalation capsules,salbutamol sulphate
Inhalers - SABA,bronchodilators,30212,,salbutamol cyclohaler,salbutamol sulphate
Inhalers - SABA,bronchodilators,30230,,salbutamol 100micrograms/actuation breath actuated inhaler,salbutamol sulphate
Inhalers - SABA,bronchodilators,34029,,salbutamol 400micrograms inahalation capsules,salbutamol sulphate
Inhalers - SABA,bronchodilators,34311,,salbutamol 100microgram/inhalation inhalation powder (berk pharmaceuticals ltd),salbutamol
Inhalers - SABA,bronchodilators,34619,,salbutamol 100microgram/inhalation inhalation powder (kent pharmaceuticals ltd),salbutamol sulfate
Inhalers - SABA,bronchodilators,34702,,salbutamol 100microgram/inhalation inhalation powder (c p pharmaceuticals ltd),salbutamol
Inhalers - SABA,bronchodilators,38097,,salbutamol cyclocaps 200microgram inhalation powder (dupont pharmaceuticals ltd),salbutamol sulfate
Inhalers - SABA,bronchodilators,38416,,salbutamol cyclocaps 400microgram inhalation powder (dupont pharmaceuticals ltd),salbutamol sulfate
Inhalers - SABA,bronchodilators,40655,,salbuvent 100microgram/actuation inhalation powder (pharmacia ltd),salbutamol
Inhalers - SABA,bronchodilators,44713,,salbutamol 100microgram/inhalation inhalation powder (celltech pharma europe ltd),salbutamol
Inhalers - SABA,bronchodilators,46551,,salbutamol 100microgram/inhalation inhalation powder (neo laboratories ltd),salbutamol sulfate
Inhalers - SABA,bronchodilators,66793,,salbutamol rondo 100micrograms/actuation inhaler and spacer,salbutamol
Inhalers - SABA,drug delivery devices,27793,,salbutamol cyclohaler type 5 insufflator inhalation powder (bristol-myers squibb pharmaceuticals ltd),
Inhalers - SABA,selective beta 2 agonists,17,,salbutamol 100micrograms/dose inhaler cfc free,salbutamol sulfate
Inhalers - SABA,selective beta 2 agonists,282,,salbutamol 2mg/5ml oral solution sugar free,salbutamol sulfate
Inhalers - SABA,selective beta 2 agonists,510,,ventolin 5mg/ml respirator solution (glaxosmithkline uk ltd),salbutamol sulfate
Inhalers - SABA,selective beta 2 agonists,674,,ventolin 2.5mg nebules (glaxosmithkline uk ltd),salbutamol sulfate
Inhalers - SABA,selective beta 2 agonists,696,,salbutamol 8mg modified-release capsules,salbutamol sulfate
Inhalers - SABA,selective beta 2 agonists,856,,ventolin 2mg/5ml syrup (glaxosmithkline uk ltd),salbutamol sulfate
Inhalers - SABA,selective beta 2 agonists,860,,salbutamol 4mg tablets,salbutamol sulfate
Inhalers - SABA,selective beta 2 agonists,881,,salbutamol 2mg tablets,salbutamol sulfate
Inhalers - SABA,selective beta 2 agonists,882,,salbutamol 200microgram inhalation powder capsules,salbutamol sulfate
Inhalers - SABA,selective beta 2 agonists,1087,,asmasal 95micrograms/dose clickhaler (focus pharmaceuticals ltd),salbutamol sulfate
Inhalers - SABA,selective beta 2 agonists,1619,,terbutaline 500micrograms/dose dry powder inhaler,terbutaline sulfate
Inhalers - SABA,selective beta 2 agonists,1741,,salbutamol 100micrograms/dose breath actuated inhaler cfc free,salbutamol sulfate
Inhalers - SABA,selective beta 2 agonists,1794,,berotec 100microgram/actuation inhalation powder (boehringer ingelheim ltd),fenoterol hydrobromide
Inhalers - SABA,selective beta 2 agonists,1952,,ventolin 400microgram rotacaps (glaxosmithkline uk ltd),salbutamol sulfate
Inhalers - SABA,selective beta 2 agonists,1957,,ventolin 5mg nebules (glaxosmithkline uk ltd),salbutamol sulfate
Inhalers - SABA,selective beta 2 agonists,2655,,airomir 100micrograms/dose inhaler (teva uk ltd),salbutamol sulfate
Inhalers - SABA,selective beta 2 agonists,2850,,salbutamol 400microgram inhalation powder capsules,salbutamol sulfate
Inhalers - SABA,selective beta 2 agonists,2851,,ventolin 200microgram rotacaps (glaxosmithkline uk ltd),salbutamol sulfate
Inhalers - SABA,selective beta 2 agonists,2978,,salbutamol 200micrograms/dose dry powder inhaler,salbutamol
Inhalers - SABA,selective beta 2 agonists,3534,,bricanyl 5mg tablets (astrazeneca uk ltd),terbutaline sulfate
Inhalers - SABA,selective beta 2 agonists,3584,,bricanyl 1.5mg/5ml syrup (astrazeneca uk ltd),terbutaline sulfate
Inhalers - SABA,selective beta 2 agonists,3758,,pulmadil inhalation powder (3m health care ltd),rimiterol hydrobromide
Inhalers - SABA,selective beta 2 agonists,4665,,salbulin 100micrograms/dose inhaler (3m health care ltd),salbutamol sulfate
Inhalers - SABA,selective beta 2 agonists,4842,,fenoterol 100microgram/actuation inhaler,fenoterol hydrobromide
Inhalers - SABA,selective beta 2 agonists,5170,,salamol 100micrograms/dose inhaler cfc free (teva uk ltd),salbutamol sulfate
Inhalers - SABA,selective beta 2 agonists,5516,,salamol 100micrograms/dose easi-breathe inhaler (teva uk ltd),salbutamol sulfate
Inhalers - SABA,selective beta 2 agonists,5740,,airomir 100micrograms/dose autohaler (teva uk ltd),salbutamol sulfate
Inhalers - SABA,selective beta 2 agonists,6462,,salbutamol 95micrograms/dose dry powder inhaler,salbutamol sulfate
Inhalers - SABA,selective beta 2 agonists,7017,,salbutamol 100micrograms/dose dry powder inhaler,salbutamol
Inhalers - SABA,selective beta 2 agonists,7192,,bambuterol 10mg tablets,bambuterol hydrochloride
Inhalers - SABA,selective beta 2 agonists,7953,,terbutaline 1.5mg/5ml oral solution sugar free,terbutaline sulfate
Inhalers - SABA,selective beta 2 agonists,8012,,exirel 15mg capsule (3m health care ltd),pirbuterol
Inhalers - SABA,selective beta 2 agonists,8252,,pirbuterol 15mg capsule,pirbuterol
Inhalers - SABA,selective beta 2 agonists,8572,,rimiterol inhaler,rimiterol hydrobromide
Inhalers - SABA,selective beta 2 agonists,9384,,salbutamol 4mg modified-release capsules,salbutamol sulfate
Inhalers - SABA,selective beta 2 agonists,10458,,ventolin cr 4mg tablet (allen & hanburys ltd),salbutamol sulfate
Inhalers - SABA,selective beta 2 agonists,10825,,terbutaline 5mg tablets,terbutaline sulfate
Inhalers - SABA,selective beta 2 agonists,10858,,pulmadil auto inhalation powder (3m health care ltd),rimiterol hydrobromide
Inhalers - SABA,selective beta 2 agonists,12042,,ventolin cr 8mg tablet (allen & hanburys ltd),salbutamol sulfate
Inhalers - SABA,selective beta 2 agonists,12144,,bambuterol 20mg tablets,bambuterol hydrochloride
Inhalers - SABA,selective beta 2 agonists,12486,,bronchodil 500microgram/dose inhalation powder (viatris pharmaceuticals ltd),reproterol hydrochloride
Inhalers - SABA,selective beta 2 agonists,12563,,exirel inhalation powder (3m health care ltd),pirbuterol
Inhalers - SABA,selective beta 2 agonists,13038,,pulvinal salbutamol 200micrograms/dose dry powder inhaler (chiesi ltd),salbutamol
Inhalers - SABA,selective beta 2 agonists,13181,,easyhaler salbutamol sulfate 100micrograms/dose dry powder inhaler (orion pharma (uk) ltd),salbutamol
Inhalers - SABA,selective beta 2 agonists,13575,,bambec 20mg tablets (astrazeneca uk ltd),bambuterol hydrochloride
Inhalers - SABA,selective beta 2 agonists,14527,,bambec 10mg tablets (astrazeneca uk ltd),bambuterol hydrochloride
Inhalers - SABA,selective beta 2 agonists,15075,,bronchodil 20mg tablet (viatris pharmaceuticals ltd),reproterol hydrochloride
Inhalers - SABA,selective beta 2 agonists,15165,,reproterol 500micrograms/dose inhaler,reproterol hydrochloride
Inhalers - SABA,selective beta 2 agonists,16236,,pirbuterol acetate inhaler,pirbuterol
Inhalers - SABA,selective beta 2 agonists,16577,,easyhaler salbutamol sulfate 200micrograms/dose dry powder inhaler (orion pharma (uk) ltd),salbutamol
Inhalers - SABA,selective beta 2 agonists,17696,,ventmax sr 4mg capsules (chiesi ltd),salbutamol sulfate
Inhalers - SABA,selective beta 2 agonists,22313,,ventmax sr 8mg capsules (chiesi ltd),salbutamol sulfate
Inhalers - SABA,selective beta 2 agonists,22661,,pirbuterol 10mg capsule,pirbuterol
Inhalers - SABA,selective beta 2 agonists,22790,,reproterol 10mg/ml respirator solution,reproterol hydrochloride
Inhalers - SABA,selective beta 2 agonists,23787,,exirel 10mg capsule (3m health care ltd),pirbuterol
Inhalers - SABA,selective beta 2 agonists,25820,,bronchodil 10mg/5ml oral solution (viatris pharmaceuticals ltd),reproterol hydrochloride
Inhalers - SABA,selective beta 2 agonists,25821,,exirel 7.5mg/5ml oral solution (3m health care ltd),pirbuterol
Inhalers - SABA,selective beta 2 agonists,25829,,pirbuterol 7.5mg/5ml oral solution,pirbuterol
Inhalers - SABA,selective beta 2 agonists,28881,,salbutamol 2mg/5ml oral solution sugar free (a a h pharmaceuticals ltd),salbutamol sulfate
Inhalers - SABA,selective beta 2 agonists,30118,,salbutamol 100micrograms/dose inhaler cfc free (teva uk ltd),salbutamol sulfate
Inhalers - SABA,selective beta 2 agonists,31082,,salbuvent 5mg/ml respirator solution (pharmacia ltd),salbutamol sulfate
Inhalers - SABA,selective beta 2 agonists,31845,,salapin 2mg/5ml syrup (pinewood healthcare),salbutamol sulfate
Inhalers - SABA,selective beta 2 agonists,32050,,salbutamol 400 cyclocaps (teva uk ltd),salbutamol sulfate
Inhalers - SABA,selective beta 2 agonists,32102,,salbutamol 4mg tablets (a a h pharmaceuticals ltd),salbutamol sulfate
Inhalers - SABA,selective beta 2 agonists,32812,,numotac 10mg tablet (3m health care ltd),isoetarine hydrochloride
Inhalers - SABA,selective beta 2 agonists,33373,,salbutamol 200 cyclocaps (teva uk ltd),salbutamol sulfate
Inhalers - SABA,selective beta 2 agonists,33817,,salbutamol 100micrograms/dose inhaler cfc free (actavis uk ltd),salbutamol sulfate
Inhalers - SABA,selective beta 2 agonists,34310,,salbutamol 100micrograms/dose inhaler cfc free (a a h pharmaceuticals ltd),salbutamol sulfate
Inhalers - SABA,selective beta 2 agonists,34618,,salbutamol 2mg tablets (actavis uk ltd),salbutamol sulfate
Inhalers - SABA,selective beta 2 agonists,34938,,salbutamol 4mg tablets (actavis uk ltd),salbutamol sulfate
Inhalers - SABA,selective beta 2 agonists,36677,,reproterol 10mg/5ml oral solution,reproterol hydrochloride
Inhalers - SABA,selective beta 2 agonists,38079,,salbutamol 100micrograms/dose dry powder inhalation cartridge with device,salbutamol sulfate
Inhalers - SABA,selective beta 2 agonists,38136,,salbulin novolizer 100micrograms/dose inhalation powder (meda pharmaceuticals ltd),salbutamol sulfate
Inhalers - SABA,selective beta 2 agonists,38214,,salbutamol 100micrograms/dose dry powder inhalation cartridge,salbutamol sulfate
Inhalers - SABA,selective beta 2 agonists,38226,,salbulin novolizer 100micrograms/dose inhalation powder refill (meda pharmaceuticals ltd),salbutamol sulfate
Inhalers - SABA,selective beta 2 agonists,41548,,salbutamol 2mg tablets (approved prescription services ltd),salbutamol sulfate
Inhalers - SABA,selective beta 2 agonists,41691,,salbutamol 2mg/5ml oral solution sugar free (sandoz ltd),salbutamol sulfate
Inhalers - SABA,selective beta 2 agonists,42497,,salbutamol 8mg tablet,salbutamol
Inhalers - SABA,selective beta 2 agonists,42830,,ventolin 100micrograms/dose evohaler (glaxosmithkline uk ltd),salbutamol sulfate
Inhalers - SABA,selective beta 2 agonists,42858,,ventolin 200micrograms/dose accuhaler (glaxosmithkline uk ltd),salbutamol
Inhalers - SABA,selective beta 2 agonists,42886,,bricanyl 500micrograms/dose turbohaler (astrazeneca uk ltd),terbutaline sulfate
Inhalers - SABA,selective beta 2 agonists,43085,,bricanyl 5mg/2ml respules (astrazeneca uk ltd),terbutaline sulfate
Inhalers - SABA,selective beta 2 agonists,48490,,ventolin 100micrograms/dose evohaler (de pharmaceuticals),salbutamol sulfate
Inhalers - SABA,selective beta 2 agonists,48519,,ventolin 100micrograms/dose evohaler (waymade healthcare plc),salbutamol sulfate
Inhalers - SABA,selective beta 2 agonists,48547,,salamol 100micrograms/dose inhaler cfc free (arrow generics ltd),salbutamol sulfate
Inhalers - SABA,selective beta 2 agonists,48741,,ventolin 100micrograms/dose evohaler (mawdsley-brooks & company ltd),salbutamol sulfate
Inhalers - SABA,selective beta 2 agonists,49591,,salbutamol 100micrograms/dose inhaler cfc free (sandoz ltd),salbutamol sulfate
Inhalers - SABA,selective beta 2 agonists,50503,,ventolin 200micrograms/dose accuhaler (mawdsley-brooks & company ltd),salbutamol
Inhalers - SABA,selective beta 2 agonists,50557,,ventolin 200micrograms/dose accuhaler (lexon (uk) ltd),salbutamol
Inhalers - SABA,selective beta 2 agonists,50956,,ventolin 200micrograms/dose accuhaler (de pharmaceuticals),salbutamol
Inhalers - SABA,selective beta 2 agonists,52410,,bricanyl 500micrograms/dose turbohaler (necessity supplies ltd),terbutaline sulfate
Inhalers - SABA,selective beta 2 agonists,53019,,ventolin 2.5mg nebules (mawdsley-brooks & company ltd),salbutamol sulfate
Inhalers - SABA,selective beta 2 agonists,53297,,ventolin 200micrograms/dose accuhaler (sigma pharmaceuticals plc),salbutamol
Inhalers - SABA,selective beta 2 agonists,57249,,asmavent 100micrograms/dose inhaler cfc free (kent pharmaceuticals ltd),salbutamol sulfate
Inhalers - SABA,selective beta 2 agonists,57524,,ventolin 200micrograms/dose accuhaler (dowelhurst ltd),salbutamol
Inhalers - SABA,selective beta 2 agonists,58269,,airsalb 100micrograms/dose inhaler cfc free (sandoz ltd),salbutamol sulfate
Inhalers - SABA,selective beta 2 agonists,59409,,salbutamol 100micrograms/dose inhaler cfc free (waymade healthcare plc),salbutamol sulfate
Inhalers - SABA,selective beta 2 agonists,60923,,salamol 100micrograms/dose easi-breathe inhaler (de pharmaceuticals),salbutamol sulfate
Inhalers - SABA,selective beta 2 agonists,61591,,salbutamol 100micrograms/dose inhaler cfc free (phoenix healthcare distribution ltd),salbutamol sulfate
Inhalers - SABA,selective beta 2 agonists,64801,,salbutamol 100micrograms/dose inhaler cfc free (mylan),salbutamol sulfate
Inhalers - SABA,selective beta 2 agonists,65376,,salbutamol 2mg/5ml oral solution sugar free (pinewood healthcare),salbutamol sulfate
Inhalers - SABA,selective beta 2 agonists,66395,,salbutamol 100micrograms/dose inhaler cfc free (mawdsley-brooks & company ltd),salbutamol sulfate
Inhalers - SABA,selective beta 2 agonists,66924,,salbutamol 100micrograms/dose inhaler cfc free (de pharmaceuticals),salbutamol sulfate
Inhalers - SABA,selective beta 2 agonists,66972,,salbutamol 100micrograms/dose inhaler cfc free (am distributions (yorkshire) ltd),salbutamol sulfate
Inhalers - SABA,selective beta 2 agonists,67040,,salbutamol 100micrograms/dose inhaler cfc free (alliance healthcare (distribution) ltd),salbutamol sulfate
Inhalers - SABA,selective beta 2 agonists,67326,,bricanyl 500micrograms/dose turbohaler (de pharmaceuticals),terbutaline sulfate
Inhalers - SABA,selective beta 2 agonists,67543,,bricanyl 500micrograms/dose turbohaler (waymade healthcare plc),terbutaline sulfate
Inhalers - SABA,selective beta 2 agonists,69238,,ventolin 200micrograms/dose accuhaler (waymade healthcare plc),salbutamol
Inhalers - SABA,selective beta 2 agonists,70750,,ventolin 100micrograms/dose evohaler (dowelhurst ltd),salbutamol sulfate
Inhalers - SABA,selective beta 2 agonists,73812,,bricanyl 500micrograms/dose turbohaler (lexon (uk) ltd),terbutaline sulfate
Inhalers - SABA,selective beta 2 agonists/myometrial relaxants,987,,ventolin 4mg tablet (allen & hanburys ltd),salbutamol sulfate
Inhalers - SABA,selective beta 2 agonists/myometrial relaxants,1635,,salbuvent 2mg/5ml oral solution (pharmacia ltd),salbutamol sulfate
Inhalers - SABA,selective beta 2 agonists/myometrial relaxants,3254,,salbulin 4mg tablet (3m health care ltd),salbutamol sulfate
Inhalers - SABA,selective beta 2 agonists/myometrial relaxants,4055,,salbulin 2mg/5ml oral solution (3m health care ltd),salbutamol sulfate
Inhalers - SABA,selective beta 2 agonists/myometrial relaxants,4171,,ventolin 2mg tablet (allen & hanburys ltd),salbutamol sulfate
Inhalers - SABA,selective beta 2 agonists/myometrial relaxants,17874,,monovent 1.5mg/5ml oral solution (lagap),terbutaline sulfate
Inhalers - SABA,selective beta 2 agonists/myometrial relaxants,18622,,salbulin 2mg tablet (3m health care ltd),salbutamol sulfate
Inhalers - SABA,selective beta 2 agonists/myometrial relaxants,20838,,salbuvent 2mg tablet (pharmacia ltd),salbutamol sulfate
Inhalers - SABA,selective beta 2 agonists/myometrial relaxants,21102,,salbutamol 2mg/5ml oral solution (lagap),salbutamol sulfate
Inhalers - SABA,selective beta 2 agonists/myometrial relaxants,26873,,cobutolin 2mg tablet (actavis uk ltd),salbutamol sulfate
Inhalers - SABA,selective beta 2 agonists/myometrial relaxants,29267,,salbuvent 4mg tablet (pharmacia ltd),salbutamol sulfate
Inhalers - SABA,selective beta 2 agonists/myometrial relaxants,41549,,salbutamol 2mg tablet (c p pharmaceuticals ltd),salbutamol sulfate
Inhalers - SABA,selective beta 2 agonists/myometrial relaxants,42867,,terbutaline 1.5mg/5ml oral solution (sandoz ltd),terbutaline sulfate
Inhalers - SABA,unknown,8,,salbutamol 100micrograms/dose inhaler,salbutamol
Inhalers - SABA,unknown,235,,bricanyl 250micrograms/dose inhaler (astrazeneca uk ltd),terbutaline sulfate
Inhalers - SABA,unknown,1620,,terbutaline 250micrograms/dose inhaler,terbutaline sulfate
Inhalers - SABA,unknown,1698,,salbutamol 100micrograms/dose breath actuated inhaler,salbutamol sulfate
Inhalers - SABA,unknown,1960,,volmax 8mg modified-release tablets (glaxosmithkline uk ltd),salbutamol sulfate
Inhalers - SABA,unknown,1961,,volmax 4mg modified-release tablets (glaxosmithkline uk ltd),salbutamol sulfate
Inhalers - SABA,unknown,2020,,berotec 200micrograms/dose inhaler (boehringer ingelheim ltd),fenoterol hydrobromide
Inhalers - SABA,unknown,2149,,steri-neb salamol 2.5 mg inh,
Inhalers - SABA,unknown,2395,,salbutamol 2 mg/5ml syr,
Inhalers - SABA,unknown,2869,,salbutamol 8mg modified-release tablets,salbutamol sulfate
Inhalers - SABA,unknown,3189,,salbuvent inh inh,
Inhalers - SABA,unknown,3763,,terbutaline respules inh,
Inhalers - SABA,unknown,3764,,bricanyl respules (5mg/2ml) 2.5 mg/ml inh,
Inhalers - SABA,unknown,3838,,salbutamol 400mcg/beclometh.100mcg r/cap inh,
Inhalers - SABA,unknown,3994,,salbutamol 4mg modified-release tablets,salbutamol sulfate
Inhalers - SABA,unknown,4222,,bricanyl 10mg/ml respirator solution (astrazeneca uk ltd),terbutaline sulfate
Inhalers - SABA,unknown,4541,,bricanyl sa 7.5mg tablets (astrazeneca uk ltd),terbutaline sulfate
Inhalers - SABA,unknown,4908,,ventolin rotahaler (glaxosmithkline uk ltd),
Inhalers - SABA,unknown,5185,,fenoterol 200micrograms/dose inhaler,fenoterol hydrobromide
Inhalers - SABA,unknown,7452,,ventolin .25 mg inj,
Inhalers - SABA,unknown,7711,,terbutaline 250micrograms/dose inhaler with spacer,terbutaline sulfate
Inhalers - SABA,unknown,7954,,bricanyl 250micrograms/dose spacer inhaler (astrazeneca uk ltd),terbutaline sulfate
Inhalers - SABA,unknown,8339,,fenoterol hydrobromide complete unit inh,
Inhalers - SABA,unknown,8429,,ventolin i/v 5 mg inj,
Inhalers - SABA,unknown,8504,,exirel 15 mg tab,
Inhalers - SABA,unknown,8522,,terbutaline 7.5mg modified-release tablets,terbutaline sulfate
Inhalers - SABA,unknown,8636,,ventolin s/r 8 mg spa,
Inhalers - SABA,unknown,10353,,salbuvent rondo,
Inhalers - SABA,unknown,10958,,salbutamol .25 mg inj,
Inhalers - SABA,unknown,12463,,pirbuterol 15 mg tab,
Inhalers - SABA,unknown,14482,,bricanyl 2.5 mg inj,
Inhalers - SABA,unknown,15441,,fenoterol hydrobromide .5 % sol,
Inhalers - SABA,unknown,17901,,bricanyl nebule 2.5 ml,
Inhalers - SABA,unknown,19642,,ventolin nebules,
Inhalers - SABA,unknown,19649,,ventolin rotahaler,
Inhalers - SABA,unknown,19653,,ventolin respirator,
Inhalers - SABA,unknown,19726,,ventolin s/r,
Inhalers - SABA,unknown,19732,,cobutolin inh,
Inhalers - SABA,unknown,20675,,salbutamol rotahaler complete unit,
Inhalers - SABA,unknown,20781,,salbutamol u.dose nebulising 2.5mg/2.5ml,
Inhalers - SABA,unknown,22225,,beclomethasone /salbutamol,
Inhalers - SABA,unknown,22467,,salbutamol respirator soln,
Inhalers - SABA,unknown,22512,,salbutamol inhaler,
Inhalers - SABA,unknown,22550,,duovent,
Inhalers - SABA,unknown,23688,,ventolin rotacaps,
Inhalers - SABA,unknown,25073,,salbutamol,
Inhalers - SABA,unknown,25218,,salbutamol cfc/free b/a,
Inhalers - SABA,unknown,26420,,exirel 10 mg tab,
Inhalers - SABA,unknown,26525,,ventolin,
Inhalers - SABA,unknown,26716,,airomir autohaler cfc free b/a,
Inhalers - SABA,unknown,27573,,ventolin,
Inhalers - SABA,unknown,31290,,salbulin cfc free,
Inhalers - SABA,unknown,31933,,salbutamol 100micrograms/dose inhaler (a a h pharmaceuticals ltd),salbutamol
Inhalers - SABA,unknown,33089,,salbutamol 100micrograms/dose inhaler (kent pharmaceuticals ltd),salbutamol
Inhalers - SABA,unknown,33588,,salbutamol 100micrograms/dose inhaler (mylan),salbutamol
Inhalers - SABA,unknown,38419,,terbutaline 1.5mg/5ml oral solution sugar free (a a h pharmaceuticals ltd),terbutaline sulfate
Inhalers - SABA,unknown,41832,,monovent 1.5mg/5ml syrup (sandoz ltd),terbutaline sulfate
Inhalers - SABA,unknown,48742,,ventodisks 400microgram (glaxosmithkline uk ltd),salbutamol sulfate
Inhalers - SABA,unknown,48809,,ventodisks 400microgram with diskhaler (glaxosmithkline uk ltd),salbutamol sulfate
Inhalers - SABA,unknown,49368,,ventodisks 200microgram with diskhaler (glaxosmithkline uk ltd),salbutamol sulfate
Inhalers - SABA,unknown,49369,,salbutamol 200microgram inhalation powder blisters,salbutamol sulfate
Inhalers - SABA,unknown,49370,,ventodisks 200microgram (glaxosmithkline uk ltd),salbutamol sulfate
Inhalers - SABA,unknown,50315,,salbutamol 200microgram inhalation powder blisters with device,salbutamol sulfate
Inhalers - SABA,unknown,52543,,salbutamol 400microgram inhalation powder blisters,salbutamol sulfate
Inhalers - SABA,unknown,52799,,salbutamol 400microgram inhalation powder blisters with device,salbutamol sulfate
Inhalers - SAMA,antimuscarinic bronchodilators,534,,atrovent 20micrograms/dose inhaler (boehringer ingelheim ltd),ipratropium bromide
Inhalers - SAMA,antimuscarinic bronchodilators,1409,,ipratropium bromide 20micrograms/dose inhaler,ipratropium bromide
Inhalers - SAMA,antimuscarinic bronchodilators,1410,,ipratropium bromide 0.25mg/ml,ipratropium bromide
Inhalers - SAMA,antimuscarinic bronchodilators,1411,,ipratropium bromide 250micrograms/ml,ipratropium bromide
Inhalers - SAMA,antimuscarinic bronchodilators,1697,,atrovent 20micrograms/dose autohaler (boehringer ingelheim ltd),ipratropium bromide
Inhalers - SAMA,antimuscarinic bronchodilators,2994,,atrovent aerocaps 40microgram inhalation powder (boehringer ingelheim ltd),ipratropium bromide
Inhalers - SAMA,antimuscarinic bronchodilators,3306,,atrovent forte 40micrograms/dose inhaler (boehringer ingelheim ltd),ipratropium bromide
Inhalers - SAMA,antimuscarinic bronchodilators,4268,,ipratropium bromide 40micrograms/dose inhaler,ipratropium bromide
Inhalers - SAMA,antimuscarinic bronchodilators,6081,,ipratropium bromide 20micrograms/dose breath actuated inhaler,ipratropium bromide
Inhalers - SAMA,antimuscarinic bronchodilators,6512,,atrovent 20micrograms/dose inhaler cfc free (boehringer ingelheim ltd),ipratropium bromide
Inhalers - SAMA,antimuscarinic bronchodilators,6522,,ipratropium bromide 20micrograms/dose inhaler cfc free,ipratropium bromide
Inhalers - SAMA,antimuscarinic bronchodilators,8333,,ipratropium bromide 40microgram inhalation powder capsules,ipratropium bromide
Inhalers - SAMA,antimuscarinic bronchodilators,9681,,atrovent aerohaler 40microgram inhalation powder (boehringer ingelheim ltd),ipratropium bromide
Inhalers - SAMA,antimuscarinic bronchodilators,11779,,ipratropium bromide 40microgram inhalation powder capsules with device,ipratropium bromide
Inhalers - SAMA,antimuscarinic bronchodilators,18140,,respontin 500micrograms/2ml nebules (glaxosmithkline uk ltd),ipratropium bromide
Inhalers - SAMA,antimuscarinic bronchodilators,23567,,respontin 250micrograms/1ml nebules (glaxosmithkline uk ltd),ipratropium bromide
Inhalers - SAMA,antimuscarinic bronchodilators,23961,,ipratropium bromide 250microgram/ml inhalation vapour (galen ltd),ipratropium bromide
Inhalers - SAMA,antimuscarinic bronchodilators,37791,,ipratropium bromide 250microgram/ml,ipratropium bromide
Inhalers - SAMA,antimuscarinic bronchodilators,43090,,atrovent 40microgram aerocaps (boehringer ingelheim ltd),ipratropium bromide
Inhalers - SAMA,antimuscarinic bronchodilators,43105,,atrovent 40microgram aerocaps with aerohaler (boehringer ingelheim ltd),ipratropium bromide
Inhalers - SAMA,antimuscarinic bronchodilators,50810,,atrovent 20micrograms/dose inhaler cfc free (de pharmaceuticals),ipratropium bromide
