Category,BNF Chapter,Prodcode,dm+d code,Product Name,Drug Substance
Exacerbations - Antibiotics,antituberculosis drugs,63931,567711000001102,rifampicin 150mg capsules (a a h pharmaceuticals ltd),rifampicin
Exacerbations - Antibiotics,antituberculosis drugs,38661,662111000001106,rimactane 150mg capsules (sandoz ltd),rifampicin
Exacerbations - Antibiotics,antituberculosis drugs,39194,783811000001103,rifinah 150mg/100mg tablets (sanofi),rifampicin/isoniazid
Exacerbations - Antibiotics,antituberculosis drugs,36357,816311000001104,rimactane 300mg capsules (sandoz ltd),rifampicin
Exacerbations - Antibiotics,antituberculosis drugs,9062,831911000001104,rimactazid 150 tablets (movianto uk ltd),rifampicin/isoniazid
Exacerbations - Antibiotics,antituberculosis drugs/antileprotic drugs,42496,140095001000027106,rifampicin 300mg/vial infusion,rifampicin
Exacerbations - Antibiotics,antituberculosis drugs/antileprotic drugs,1347,27125001000027107,rimactane 150mg capsule (novartis pharmaceuticals uk ltd),rifampicin
Exacerbations - Antibiotics,antituberculosis drugs/antileprotic drugs,25277,27135001000027109,rimactane 300mg capsule (novartis pharmaceuticals uk ltd),rifampicin
Exacerbations - Antibiotics,antituberculosis drugs/antileprotic drugs,34130,52445001000027104,rifampicin 300mg capsule (approved prescription services ltd),rifampicin
Exacerbations - Antibiotics,broad-spectrum penicillins,75547,,co-amoxiclav 250mg/62mg/5ml oral suspension (ennogen healthcare ltd),amoxicillin trihydrate/potassium clavulanate
Exacerbations - Antibiotics,broad-spectrum penicillins,75663,,co-amoxiclav 250mg/125mg tablets (bristol laboratories ltd),amoxicillin trihydrate/potassium clavulanate
Exacerbations - Antibiotics,broad-spectrum penicillins,75738,,pivmecillinam 200mg with pivampicillin 250mg tablet,pivampicillin/pivmecillinam hydrochloride
Exacerbations - Antibiotics,broad-spectrum penicillins,75782,,co-amoxiclav 125mg/31mg/5ml oral suspension (de pharmaceuticals),amoxicillin trihydrate/potassium clavulanate
Exacerbations - Antibiotics,broad-spectrum penicillins,75961,,amoxicillin 125mg/5ml oral suspension sugar free (medreich plc),amoxicillin trihydrate
Exacerbations - Antibiotics,broad-spectrum penicillins,75978,,co-fluampicil 125mg/125mg/5ml oral suspension (a a h pharmaceuticals ltd),flucloxacillin magnesium/ampicillin trihydrate
Exacerbations - Antibiotics,broad-spectrum penicillins,76188,,co-amoxiclav 125mg/31mg/5ml oral suspension sugar free (teva uk ltd),amoxicillin trihydrate/potassium clavulanate
Exacerbations - Antibiotics,broad-spectrum penicillins,76233,,amoxicillin 500mg capsules (rx farma),amoxicillin trihydrate
Exacerbations - Antibiotics,broad-spectrum penicillins,76347,,amoxicillin 500mg capsules (mawdsley-brooks & company ltd),amoxicillin trihydrate
Exacerbations - Antibiotics,broad-spectrum penicillins,76434,,amoxicillin 250mg powder for solution for injection vials (a a h pharmaceuticals ltd),amoxicillin sodium
Exacerbations - Antibiotics,broad-spectrum penicillins,51623,101911000001100,co-amoxiclav 250mg/125mg tablets (alliance healthcare (distribution) ltd),amoxicillin trihydrate/potassium clavulanate
Exacerbations - Antibiotics,broad-spectrum penicillins,67771,10219211000001101,co-amoxiclav 1000mg/200mg powder for solution for injection vials (pliva pharma ltd),potassium clavulanate/amoxicillin sodium
Exacerbations - Antibiotics,broad-spectrum penicillins,15148,1035001000027102,amoxil 500mg dispersible tablet (smithkline beecham plc),amoxicillin trihydrate
Exacerbations - Antibiotics,broad-spectrum penicillins,69901,10428011000001105,amoxicillin 125mg/5ml oral suspension sugar free (arrow generics ltd),amoxicillin trihydrate
Exacerbations - Antibiotics,broad-spectrum penicillins,35191,10530611000001105,co-amoxiclav 500mg/100mg powder for solution for injection vials (teva uk ltd),amoxicillin sodium/potassium clavulanate
Exacerbations - Antibiotics,broad-spectrum penicillins,31661,110635001000027106,amoxicillin 250mg capsule (co-pharma ltd),amoxicillin trihydrate
Exacerbations - Antibiotics,broad-spectrum penicillins,42240,110655001000027105,amoxicillin 125mg/5ml oral solution (co-pharma ltd),amoxicillin trihydrate
Exacerbations - Antibiotics,broad-spectrum penicillins,33110,111275001000027104,amrit 250mg/5ml liquid (bhr pharmaceuticals ltd),amoxicillin trihydrate
Exacerbations - Antibiotics,broad-spectrum penicillins,51637,11252711000001103,co-amoxiclav 400mg/57mg/5ml oral suspension sugar free (a a h pharmaceuticals ltd),amoxicillin trihydrate/potassium clavulanate
Exacerbations - Antibiotics,broad-spectrum penicillins,27714,112995001000027106,amrit 250mg capsule (bhr pharmaceuticals ltd),amoxicillin trihydrate
Exacerbations - Antibiotics,broad-spectrum penicillins,33112,113005001000027106,amrit 500mg capsule (bhr pharmaceuticals ltd),amoxicillin trihydrate
Exacerbations - Antibiotics,broad-spectrum penicillins,33109,113015001000027108,amrit 125mg/5ml liquid (bhr pharmaceuticals ltd),amoxicillin trihydrate
Exacerbations - Antibiotics,broad-spectrum penicillins,870,113215001000027104,amoxicillin 250mg sugar free chewable tablets,amoxicillin trihydrate
Exacerbations - Antibiotics,broad-spectrum penicillins,2281,113225001000027108,amoxicillin 500mg sugar free chewable tablets,amoxicillin trihydrate
Exacerbations - Antibiotics,broad-spectrum penicillins,34714,113335001000027101,amoxicillin 250mg capsule (neo laboratories ltd),amoxicillin trihydrate
Exacerbations - Antibiotics,broad-spectrum penicillins,34912,113345001000027100,amoxicillin 500mg capsule (neo laboratories ltd),amoxicillin trihydrate
Exacerbations - Antibiotics,broad-spectrum penicillins,29337,113355001000027102,amoxicillin 125mg/5ml oral solution (neo laboratories ltd),amoxicillin trihydrate
Exacerbations - Antibiotics,broad-spectrum penicillins,45317,113385001000027109,amoxicillin 250mg/5ml oral solution (neo laboratories ltd),amoxicillin trihydrate
Exacerbations - Antibiotics,broad-spectrum penicillins,4154,114805001000027109,amoxil fiztab 125mg tablet (bencard),amoxicillin trihydrate
Exacerbations - Antibiotics,broad-spectrum penicillins,1637,114815001000027106,amoxil fiztab 250mg tablet (bencard),amoxicillin trihydrate
Exacerbations - Antibiotics,broad-spectrum penicillins,7737,114825001000027102,amoxil fiztab 500mg tablet (bencard),amoxicillin trihydrate
Exacerbations - Antibiotics,broad-spectrum penicillins,31423,114855001000027101,amopen 250mg/5ml liquid (yorkshire pharmaceuticals ltd),amoxicillin trihydrate
Exacerbations - Antibiotics,broad-spectrum penicillins,54708,11528611000001104,co-amoxiclav 250mg/62mg/5ml oral suspension (a a h pharmaceuticals ltd),amoxicillin trihydrate/potassium clavulanate
Exacerbations - Antibiotics,broad-spectrum penicillins,30498,115305001000027102,amopen 250mg capsule (yorkshire pharmaceuticals ltd),amoxicillin trihydrate
Exacerbations - Antibiotics,broad-spectrum penicillins,17711,115315001000027100,amopen 500mg capsule (yorkshire pharmaceuticals ltd),amoxicillin trihydrate
Exacerbations - Antibiotics,broad-spectrum penicillins,29697,115325001000027109,amopen 125mg/5ml liquid (yorkshire pharmaceuticals ltd),amoxicillin trihydrate
Exacerbations - Antibiotics,broad-spectrum penicillins,52820,116511000001101,amoxicillin 500mg capsules (alliance healthcare (distribution) ltd),amoxicillin trihydrate
Exacerbations - Antibiotics,broad-spectrum penicillins,24819,120411000001106,amoxil 500mg powder for solution for injection vials (glaxosmithkline uk ltd),amoxicillin sodium
Exacerbations - Antibiotics,broad-spectrum penicillins,18786,121011000001106,amix 500 capsules (ashbourne pharmaceuticals ltd),amoxicillin trihydrate
Exacerbations - Antibiotics,broad-spectrum penicillins,33693,12511000001105,co-amoxiclav 250mg/125mg tablets (kent pharmaceuticals ltd),amoxicillin trihydrate/potassium clavulanate
Exacerbations - Antibiotics,broad-spectrum penicillins,38091,12778611000001102,penbritin forte 250mg/5ml syrup (chemidex pharma ltd),ampicillin
Exacerbations - Antibiotics,broad-spectrum penicillins,37485,12778811000001103,penbritin 125mg/5ml syrup (chemidex pharma ltd),ampicillin
Exacerbations - Antibiotics,broad-spectrum penicillins,54796,12948011000001101,amoxicillin 250mg capsules (boston healthcare ltd),amoxicillin trihydrate
Exacerbations - Antibiotics,broad-spectrum penicillins,55527,12948211000001106,amoxicillin 500mg capsules (boston healthcare ltd),amoxicillin trihydrate
Exacerbations - Antibiotics,broad-spectrum penicillins,14396,130111000001103,galenamox 500mg capsules (galen ltd),amoxicillin trihydrate
Exacerbations - Antibiotics,broad-spectrum penicillins,74365,13112511000001108,amoxicillin 125mg/5ml oral suspension sugar free (dowelhurst ltd),amoxicillin trihydrate
Exacerbations - Antibiotics,broad-spectrum penicillins,74309,13113311000001107,amoxicillin 250mg/5ml oral suspension sugar free (dowelhurst ltd),amoxicillin trihydrate
Exacerbations - Antibiotics,broad-spectrum penicillins,7570,135655001000027103,pivampicillin 500mg tablet,pivampicillin
Exacerbations - Antibiotics,broad-spectrum penicillins,8614,135665001000027107,pivampicillin 175mg/5ml oral solution,pivampicillin
Exacerbations - Antibiotics,broad-spectrum penicillins,17181,135675001000027100,pivampicillin 175mg sachet,pivampicillin
Exacerbations - Antibiotics,broad-spectrum penicillins,25832,135695001000027109,pivampicillin 125mg with pivmecillinam100mg tablet,pivampicillin/pivmecillinam hydrochloride
Exacerbations - Antibiotics,broad-spectrum penicillins,12540,135705001000027100,pivampicillin 250mg with pivmecillinam 200mg tablet,pivampicillin/pivmecillinam hydrochloride
Exacerbations - Antibiotics,broad-spectrum penicillins,21029,135785001000027101,miraxid 450 tablet (rpr / fisons),pivampicillin/pivmecillinam hydrochloride
Exacerbations - Antibiotics,broad-spectrum penicillins,54052,13613111000001106,co-amoxiclav 125mg/31mg/5ml oral suspension (a a h pharmaceuticals ltd),amoxicillin trihydrate/potassium clavulanate
Exacerbations - Antibiotics,broad-spectrum penicillins,33706,13811000001100,amoxicillin 500mg capsules (kent pharmaceuticals ltd),amoxicillin trihydrate
Exacerbations - Antibiotics,broad-spectrum penicillins,69532,13827911000001101,amoxil 500mg capsules (de pharmaceuticals),amoxicillin trihydrate
Exacerbations - Antibiotics,broad-spectrum penicillins,50279,13832811000001105,augmentin 625mg tablets (de pharmaceuticals),amoxicillin trihydrate/potassium clavulanate
Exacerbations - Antibiotics,broad-spectrum penicillins,25370,139811000001101,ranclav 375mg tablets (ranbaxy (uk) ltd),amoxicillin trihydrate/potassium clavulanate
Exacerbations - Antibiotics,broad-spectrum penicillins,68476,14193111000001109,amoxil 500mg capsules (sigma pharmaceuticals plc),amoxicillin trihydrate
Exacerbations - Antibiotics,broad-spectrum penicillins,51194,14199011000001106,augmentin-duo 400/57 oral suspension (sigma pharmaceuticals plc),amoxicillin trihydrate/potassium clavulanate
Exacerbations - Antibiotics,broad-spectrum penicillins,49321,14199211000001101,augmentin 625mg tablets (sigma pharmaceuticals plc),amoxicillin trihydrate/potassium clavulanate
Exacerbations - Antibiotics,broad-spectrum penicillins,20007,142545001000027105,talampicillin 250mg tablets,talampicillin hydrochloride
Exacerbations - Antibiotics,broad-spectrum penicillins,16589,142555001000027108,talampicillin 125mg/5ml syrup,talampicillin hydrochloride
Exacerbations - Antibiotics,broad-spectrum penicillins,23238,143211000001100,amoxicillin 125mg/5ml oral suspension (ivax pharmaceuticals uk ltd),amoxicillin trihydrate
Exacerbations - Antibiotics,broad-spectrum penicillins,34238,144611000001100,amoxicillin 1g powder for solution for injection vials (wockhardt uk ltd),amoxicillin sodium
Exacerbations - Antibiotics,broad-spectrum penicillins,28875,144711000001109,amoxicillin 125mg/5ml oral suspension (ranbaxy (uk) ltd),amoxicillin trihydrate
Exacerbations - Antibiotics,broad-spectrum penicillins,59042,145611000001104,amoxicillin 250mg capsules (alliance healthcare (distribution) ltd),amoxicillin trihydrate
Exacerbations - Antibiotics,broad-spectrum penicillins,41415,146111000001101,co-fluampicil 250mg/250mg capsules (kent pharmaceuticals ltd),flucloxacillin sodium/ampicillin trihydrate
Exacerbations - Antibiotics,broad-spectrum penicillins,17746,146245001000027101,amoxicillin 375mg soluble tablets,amoxicillin trihydrate
Exacerbations - Antibiotics,broad-spectrum penicillins,4582,146255001000027103,amoxicillin 750mg soluble tablets,amoxicillin trihydrate
Exacerbations - Antibiotics,broad-spectrum penicillins,13848,146265001000027107,amoxicillin 125mg sugar free powder,amoxicillin trihydrate
Exacerbations - Antibiotics,broad-spectrum penicillins,18930,146545001000027109,flemoxin 375mg soluble tablet (paines & byrne ltd),amoxicillin trihydrate
Exacerbations - Antibiotics,broad-spectrum penicillins,24396,146555001000027107,flemoxin 750mg soluble tablet (paines & byrne ltd),amoxicillin trihydrate
Exacerbations - Antibiotics,broad-spectrum penicillins,8209,148025001000027103,ampicillin 125mg/5ml paediatric oral suspension,ampicillin trihydrate
Exacerbations - Antibiotics,broad-spectrum penicillins,10685,148055001000027102,ampicillin 250mg injection,ampicillin sodium
Exacerbations - Antibiotics,broad-spectrum penicillins,28701,148095001000027108,ampicillin 50mg / cloxacillin 25mg/vial injection,cloxacillin/ampicillin
Exacerbations - Antibiotics,broad-spectrum penicillins,49048,14946411000001104,augmentin 375mg tablets (waymade healthcare plc),amoxicillin trihydrate/potassium clavulanate
Exacerbations - Antibiotics,broad-spectrum penicillins,53924,15065511000001104,amoxicillin 250mg/5ml oral suspension (sigma pharmaceuticals plc),amoxicillin trihydrate
Exacerbations - Antibiotics,broad-spectrum penicillins,67787,15066011000001103,ampicillin 250mg/5ml oral suspension (sigma pharmaceuticals plc),ampicillin
Exacerbations - Antibiotics,broad-spectrum penicillins,54271,15122711000001104,amoxicillin 250mg capsules (mawdsley-brooks & company ltd),amoxicillin trihydrate
Exacerbations - Antibiotics,broad-spectrum penicillins,61906,15122911000001102,amoxicillin 500mg capsules (mawdsley-brooks & company ltd),amoxicillin trihydrate
Exacerbations - Antibiotics,broad-spectrum penicillins,57178,15123311000001108,amoxicillin 3g oral powder sachets sugar free (mawdsley-brooks & company ltd),amoxicillin trihydrate
Exacerbations - Antibiotics,broad-spectrum penicillins,8960,152455001000027109,pondocillin plus tablet (edwin burgess ltd),pivampicillin/pivmecillinam hydrochloride
Exacerbations - Antibiotics,broad-spectrum penicillins,54324,15515811000001104,co-amoxiclav 125mg/31mg/5ml oral suspension sugar free (actavis uk ltd),amoxicillin trihydrate/potassium clavulanate
Exacerbations - Antibiotics,broad-spectrum penicillins,21799,156235001000027107,almodan 250mg capsule (berk pharmaceuticals ltd),amoxicillin trihydrate
Exacerbations - Antibiotics,broad-spectrum penicillins,21827,156245001000027108,almodan 500mg capsule (berk pharmaceuticals ltd),amoxicillin trihydrate
Exacerbations - Antibiotics,broad-spectrum penicillins,21845,156265001000027102,almodan 250mg/5ml oral solution (berk pharmaceuticals ltd),amoxicillin trihydrate
Exacerbations - Antibiotics,broad-spectrum penicillins,34857,159311000001109,amoxicillin 125mg/5ml oral suspension (actavis uk ltd),amoxicillin trihydrate
Exacerbations - Antibiotics,broad-spectrum penicillins,54491,15981611000001108,amoxicillin 250mg capsules (bristol laboratories ltd),amoxicillin trihydrate
Exacerbations - Antibiotics,broad-spectrum penicillins,52771,15981911000001102,amoxicillin 500mg capsules (bristol laboratories ltd),amoxicillin trihydrate
Exacerbations - Antibiotics,broad-spectrum penicillins,50002,15984311000001100,amoxicillin 125mg/5ml oral suspension (bristol laboratories ltd),amoxicillin trihydrate
Exacerbations - Antibiotics,broad-spectrum penicillins,55018,15984511000001106,amoxicillin 250mg/5ml oral suspension (bristol laboratories ltd),amoxicillin trihydrate
Exacerbations - Antibiotics,broad-spectrum penicillins,52122,15984711000001101,amoxicillin 125mg/5ml oral suspension sugar free (bristol laboratories ltd),amoxicillin trihydrate
Exacerbations - Antibiotics,broad-spectrum penicillins,49065,15984911000001104,amoxicillin 250mg/5ml oral suspension sugar free (bristol laboratories ltd),amoxicillin trihydrate
Exacerbations - Antibiotics,broad-spectrum penicillins,69398,161011000001103,respillin 250mg capsules (kent pharmaceuticals ltd),amoxicillin trihydrate
Exacerbations - Antibiotics,broad-spectrum penicillins,49590,16138011000001103,amoxil 500mg capsules (lexon (uk) ltd),amoxicillin trihydrate
Exacerbations - Antibiotics,broad-spectrum penicillins,49656,16139311000001106,augmentin 625mg tablets (lexon (uk) ltd),amoxicillin trihydrate/potassium clavulanate
Exacerbations - Antibiotics,broad-spectrum penicillins,56591,16139611000001101,augmentin-duo 400/57 oral suspension (lexon (uk) ltd),amoxicillin trihydrate/potassium clavulanate
Exacerbations - Antibiotics,broad-spectrum penicillins,51436,16261411000001105,amoxil 500mg capsules (mawdsley-brooks & company ltd),amoxicillin trihydrate
Exacerbations - Antibiotics,broad-spectrum penicillins,62597,16269711000001100,augmentin-duo 400/57 oral suspension (mawdsley-brooks & company ltd),amoxicillin trihydrate/potassium clavulanate
Exacerbations - Antibiotics,broad-spectrum penicillins,52207,16270311000001101,augmentin 625mg tablets (mawdsley-brooks & company ltd),amoxicillin trihydrate/potassium clavulanate
Exacerbations - Antibiotics,broad-spectrum penicillins,57886,16540411000001104,amoxil 500mg capsules (stephar (u.k.) ltd),amoxicillin trihydrate
Exacerbations - Antibiotics,broad-spectrum penicillins,5341,169511000001107,augmentin-duo 400/57 oral suspension (glaxosmithkline uk ltd),amoxicillin trihydrate/potassium clavulanate
Exacerbations - Antibiotics,broad-spectrum penicillins,49374,17493911000001104,augmentin 375mg tablets (mawdsley-brooks & company ltd),amoxicillin trihydrate/potassium clavulanate
Exacerbations - Antibiotics,broad-spectrum penicillins,56700,17584311000001105,amoxil 500mg capsules (necessity supplies ltd),amoxicillin trihydrate
